Date,Primary Type,Domestic,Community Area
41070,BATTERY,TRUE,23
41070,CRIMINAL DAMAGE,FALSE,23
41070,THEFT,FALSE,24
41070,ASSAULT,TRUE,69
41070,THEFT,FALSE,8
41070,PUBLIC PEACE VIOLATION,FALSE,1
41070,BATTERY,FALSE,19
41070,ROBBERY,FALSE,63
41070,BATTERY,TRUE,54
41070,DECEPTIVE PRACTICE,FALSE,39
41070,THEFT,FALSE,33
41070,BATTERY,TRUE,73
41070,CRIMINAL TRESPASS,FALSE,66
41070,THEFT,FALSE,8
41070,ASSAULT,FALSE,17
41070,THEFT,FALSE,8
41070,THEFT,FALSE,32
41070,OTHER OFFENSE,FALSE,29
41070,PUBLIC PEACE VIOLATION,TRUE,25
41070,THEFT,FALSE,35
41070,THEFT,FALSE,15
41070,THEFT,FALSE,38
41070,ASSAULT,TRUE,23
41070,THEFT,FALSE,28
41070,THEFT,FALSE,15
41070,THEFT,FALSE,61
41070,THEFT,FALSE,8
41070,BURGLARY,FALSE,24
41070,THEFT,FALSE,8
41070,CRIMINAL DAMAGE,FALSE,8
41070,BATTERY,TRUE,54
41070,BATTERY,FALSE,26
41070,OTHER OFFENSE,FALSE,68
41070,BATTERY,TRUE,71
41070,CRIM SEXUAL ASSAULT,FALSE,28
41070,CRIMINAL DAMAGE,FALSE,3
41070,THEFT,FALSE,63
41070,DECEPTIVE PRACTICE,FALSE,48
41070,ASSAULT,FALSE,55
41070,BATTERY,TRUE,73
41070,THEFT,FALSE,8
41070,THEFT,FALSE,28
41070,THEFT,FALSE,32
41070,OTHER OFFENSE,FALSE,37
41070,DECEPTIVE PRACTICE,FALSE,12
41070,CRIMINAL DAMAGE,FALSE,53
41070,NARCOTICS,FALSE,75
41070,NARCOTICS,FALSE,48
41070,BATTERY,FALSE,71
41070,ROBBERY,FALSE,43
41070,WEAPONS VIOLATION,FALSE,49
41070,ASSAULT,TRUE,23
41070,GAMBLING,FALSE,43
41070,OTHER OFFENSE,TRUE,71
41070,BATTERY,FALSE,56
41070,THEFT,FALSE,44
41070,ASSAULT,FALSE,40
41070,DECEPTIVE PRACTICE,FALSE,10
41070,THEFT,FALSE,20
41070,THEFT,FALSE,25
41070,BATTERY,TRUE,71
41070,THEFT,FALSE,7
41070,BURGLARY,FALSE,24
41070,CRIMINAL DAMAGE,FALSE,1
41070,MOTOR VEHICLE THEFT,FALSE,56
41070,CRIMINAL DAMAGE,FALSE,2
41070,BATTERY,FALSE,25
41070,OTHER OFFENSE,FALSE,42
41070,MOTOR VEHICLE THEFT,TRUE,50
41070,WEAPONS VIOLATION,FALSE,73
41070,BURGLARY,FALSE,71
41070,THEFT,FALSE,50
41070,BATTERY,FALSE,68
41070,BATTERY,TRUE,49
41070,NARCOTICS,FALSE,2
41070,THEFT,FALSE,64
41070,ASSAULT,FALSE,65
41070,THEFT,FALSE,8
41070,BATTERY,FALSE,68
41070,BATTERY,TRUE,68
41070,DECEPTIVE PRACTICE,FALSE,38
41070,THEFT,FALSE,38
41070,THEFT,FALSE,59
41070,THEFT,FALSE,28
41070,DECEPTIVE PRACTICE,FALSE,35
41070,THEFT,FALSE,37
41070,CRIMINAL DAMAGE,FALSE,59
41070,BATTERY,TRUE,2
41070,MOTOR VEHICLE THEFT,FALSE,43
41070,BATTERY,FALSE,40
41070,BATTERY,FALSE,58
41070,CRIMINAL DAMAGE,FALSE,28
41070,THEFT,FALSE,66
41070,THEFT,FALSE,32
41070,BATTERY,FALSE,46
41070,BATTERY,FALSE,3
41070,BATTERY,FALSE,49
41070,DECEPTIVE PRACTICE,FALSE,4
41070,BATTERY,FALSE,24
41070,DECEPTIVE PRACTICE,FALSE,65
41070,MOTOR VEHICLE THEFT,FALSE,7
41070,BURGLARY,FALSE,6
41070,MOTOR VEHICLE THEFT,FALSE,73
41070,CRIMINAL DAMAGE,FALSE,50
41070,THEFT,FALSE,21
41070,DECEPTIVE PRACTICE,FALSE,28
41070,THEFT,FALSE,28
41070,THEFT,FALSE,15
41070,THEFT,FALSE,71
41070,THEFT,FALSE,24
41070,OTHER OFFENSE,FALSE,23
41070,OTHER OFFENSE,FALSE,33
41070,NARCOTICS,FALSE,25
41070,DECEPTIVE PRACTICE,FALSE,25
41070,BURGLARY,FALSE,32
41070,ASSAULT,FALSE,25
41070,OTHER OFFENSE,TRUE,29
41070,NARCOTICS,FALSE,25
41070,ASSAULT,FALSE,54
41070,THEFT,FALSE,41
41070,OTHER OFFENSE,FALSE,66
41070,CRIMINAL DAMAGE,FALSE,30
41070,BATTERY,FALSE,45
41070,ROBBERY,FALSE,69
41070,BATTERY,TRUE,40
41070,ROBBERY,FALSE,49
41070,THEFT,FALSE,46
41070,BURGLARY,FALSE,72
41070,THEFT,FALSE,70
41070,OTHER OFFENSE,TRUE,69
41070,BATTERY,TRUE,68
41070,CRIMINAL DAMAGE,FALSE,43
41070,CRIMINAL DAMAGE,FALSE,46
41070,DECEPTIVE PRACTICE,FALSE,8
41070,THEFT,TRUE,44
41070,ASSAULT,FALSE,46
41070,ASSAULT,FALSE,75
41070,DECEPTIVE PRACTICE,FALSE,19
41070,MOTOR VEHICLE THEFT,FALSE,25
41070,CRIMINAL DAMAGE,FALSE,66
41070,THEFT,FALSE,15
41070,BURGLARY,FALSE,43
41070,CRIMINAL DAMAGE,FALSE,31
41070,THEFT,FALSE,15
41070,INTERFERENCE WITH PUBLIC OFFICER,FALSE,26
41070,BATTERY,TRUE,71
41070,THEFT,FALSE,28
41070,BATTERY,TRUE,60
41070,THEFT,FALSE,32
41070,BATTERY,FALSE,3
41070,THEFT,FALSE,28
41070,BURGLARY,FALSE,7
41070,BURGLARY,FALSE,24
41070,THEFT,FALSE,40
41070,BATTERY,FALSE,28
41070,THEFT,FALSE,43
41070,ASSAULT,FALSE,25
41070,THEFT,FALSE,43
41070,THEFT,FALSE,27
41070,NARCOTICS,FALSE,25
41070,DECEPTIVE PRACTICE,FALSE,31
41070,BATTERY,FALSE,38
41070,BATTERY,TRUE,28
41070,THEFT,FALSE,28
41070,THEFT,FALSE,28
41070,THEFT,FALSE,63
41070,BATTERY,TRUE,30
41070,CRIMINAL DAMAGE,FALSE,25
41070,CRIMINAL DAMAGE,FALSE,24
41070,THEFT,FALSE,22
41070,BATTERY,TRUE,66
41070,THEFT,FALSE,14
41070,THEFT,FALSE,32
41070,BATTERY,FALSE,28
41070,BATTERY,TRUE,54
41070,NARCOTICS,FALSE,27
41070,CRIMINAL DAMAGE,FALSE,25
41070,OTHER OFFENSE,TRUE,1
41070,BATTERY,TRUE,29
41070,ASSAULT,TRUE,66
41070,ROBBERY,FALSE,71
41070,THEFT,FALSE,33
41070,BATTERY,TRUE,67
41070,BATTERY,FALSE,28
41070,DECEPTIVE PRACTICE,FALSE,8
41070,BATTERY,FALSE,71
41070,THEFT,FALSE,28
41070,BATTERY,TRUE,77
41070,BATTERY,FALSE,67
41070,THEFT,FALSE,18
41070,NARCOTICS,FALSE,61
41070,THEFT,FALSE,17
41070,OTHER OFFENSE,TRUE,25
41070,NARCOTICS,FALSE,53
41070,THEFT,FALSE,58
41070,WEAPONS VIOLATION,FALSE,58
41070,HOMICIDE,FALSE,68
41070,BATTERY,TRUE,27
41070,ASSAULT,TRUE,71
41070,PUBLIC PEACE VIOLATION,FALSE,26
41070,THEFT,FALSE,49
41070,CRIMINAL DAMAGE,FALSE,38
41070,THEFT,FALSE,71
41070,THEFT,FALSE,66
41070,ROBBERY,TRUE,40
41070,CRIMINAL DAMAGE,FALSE,22
41070,THEFT,FALSE,17
41070,THEFT,FALSE,32
41070,THEFT,FALSE,28
41070,NARCOTICS,FALSE,27
41070,THEFT,FALSE,38
41070,BATTERY,TRUE,25
41070,THEFT,FALSE,25
41070,NARCOTICS,FALSE,27
41070,OTHER OFFENSE,FALSE,24
41070,ROBBERY,FALSE,7
41070,THEFT,FALSE,25
41070,THEFT,FALSE,32
41070,THEFT,FALSE,33
41070,CRIMINAL DAMAGE,FALSE,24
41070,BATTERY,FALSE,27
41070,NARCOTICS,FALSE,28
41070,ASSAULT,TRUE,38
41070,THEFT,FALSE,28
41070,CRIMINAL DAMAGE,FALSE,65
41070,OTHER OFFENSE,FALSE,25
41070,THEFT,FALSE,37
41070,BATTERY,FALSE,50
41070,THEFT,FALSE,22
41070,DECEPTIVE PRACTICE,FALSE,25
41070,THEFT,FALSE,8
41070,CRIMINAL DAMAGE,FALSE,71
41070,ASSAULT,FALSE,11
41070,THEFT,TRUE,56
41070,THEFT,FALSE,8
41070,BATTERY,TRUE,53
41070,ROBBERY,FALSE,28
41070,BATTERY,TRUE,66
41070,DECEPTIVE PRACTICE,FALSE,35
41070,HOMICIDE,FALSE,49
41070,CRIMINAL DAMAGE,FALSE,22
41070,BATTERY,TRUE,70
41070,ASSAULT,FALSE,16
41070,NARCOTICS,FALSE,67
41070,WEAPONS VIOLATION,FALSE,45
41070,OFFENSE INVOLVING CHILDREN,TRUE,9
41070,CRIM SEXUAL ASSAULT,FALSE,49
41070,OFFENSE INVOLVING CHILDREN,FALSE,61
41070,THEFT,FALSE,28
41070,DECEPTIVE PRACTICE,FALSE,7
41070,THEFT,FALSE,24
41070,MOTOR VEHICLE THEFT,FALSE,61
41070,THEFT,FALSE,28
41070,THEFT,FALSE,28
41070,MOTOR VEHICLE THEFT,FALSE,73
41070,CRIMINAL DAMAGE,FALSE,69
41070,ASSAULT,TRUE,15
41070,ASSAULT,FALSE,34
41070,THEFT,FALSE,77
41070,WEAPONS VIOLATION,FALSE,31
41070,ASSAULT,FALSE,28
41070,CRIMINAL DAMAGE,TRUE,66
41070,BATTERY,TRUE,45
41070,BATTERY,FALSE,73
41070,THEFT,FALSE,3
41070,PUBLIC PEACE VIOLATION,FALSE,25
41070,BATTERY,FALSE,56
41070,THEFT,FALSE,34
41070,PUBLIC PEACE VIOLATION,FALSE,28
41070,NARCOTICS,FALSE,27
41070,NARCOTICS,FALSE,23
41070,INTERFERENCE WITH PUBLIC OFFICER,FALSE,31
41070,THEFT,FALSE,8
41070,BATTERY,FALSE,25
41070,THEFT,FALSE,62
41070,ROBBERY,FALSE,71
41070,BATTERY,TRUE,8
41070,THEFT,FALSE,59
41070,ASSAULT,FALSE,51
41070,BATTERY,TRUE,69
41070,CRIMINAL DAMAGE,FALSE,22
41070,BATTERY,FALSE,58
41070,THEFT,FALSE,28
41070,CRIMINAL DAMAGE,FALSE,15
41070,BATTERY,TRUE,25
41070,THEFT,FALSE,28
41070,BATTERY,TRUE,53
41070,CRIMINAL DAMAGE,FALSE,58
41070,THEFT,FALSE,27
41070,THEFT,FALSE,76
41070,THEFT,FALSE,28
41070,THEFT,FALSE,1
41070,THEFT,FALSE,7
41070,THEFT,FALSE,11
41070,THEFT,FALSE,21
41070,BATTERY,TRUE,25
41070,BURGLARY,FALSE,26
41070,BATTERY,TRUE,43
41070,THEFT,FALSE,8
41070,DECEPTIVE PRACTICE,FALSE,8
41070,CRIMINAL DAMAGE,FALSE,23
41070,ASSAULT,TRUE,31
41070,OTHER OFFENSE,FALSE,46
41070,BATTERY,FALSE,32
41070,BATTERY,FALSE,1
41070,BATTERY,FALSE,44
41070,OTHER OFFENSE,TRUE,69
41070,CRIMINAL DAMAGE,FALSE,2
41070,CRIMINAL DAMAGE,FALSE,29
41070,CRIMINAL DAMAGE,FALSE,39
41070,MOTOR VEHICLE THEFT,FALSE,71
41070,CRIMINAL DAMAGE,FALSE,63
41070,BATTERY,TRUE,46
41070,MOTOR VEHICLE THEFT,FALSE,66
41070,THEFT,FALSE,57
41070,ASSAULT,TRUE,46
41070,CRIMINAL DAMAGE,TRUE,2
41070,CRIMINAL TRESPASS,FALSE,28
41070,ROBBERY,FALSE,25
41070,BATTERY,FALSE,69
41070,BATTERY,FALSE,61
41070,CRIMINAL DAMAGE,FALSE,23
41070,WEAPONS VIOLATION,FALSE,43
41070,THEFT,FALSE,70
41070,OTHER OFFENSE,TRUE,67
41070,BATTERY,TRUE,19
41070,NARCOTICS,FALSE,27
41070,THEFT,FALSE,57
41070,DECEPTIVE PRACTICE,FALSE,28
41070,NARCOTICS,FALSE,44
41070,BATTERY,FALSE,6
41070,OTHER OFFENSE,FALSE,4
41070,OTHER OFFENSE,TRUE,73
41070,DECEPTIVE PRACTICE,FALSE,28
41070,THEFT,FALSE,37
41070,BATTERY,TRUE,53
41070,ASSAULT,TRUE,42
41070,ROBBERY,FALSE,23
41070,MOTOR VEHICLE THEFT,FALSE,63
41070,MOTOR VEHICLE THEFT,FALSE,52
41070,THEFT,FALSE,16
41070,ROBBERY,FALSE,61
41070,THEFT,FALSE,28
41070,CRIMINAL DAMAGE,FALSE,19
41070,ROBBERY,FALSE,28
41070,CRIMINAL DAMAGE,TRUE,66
41070,BATTERY,TRUE,67
41070,THEFT,TRUE,25
41070,THEFT,FALSE,61
41070,CRIMINAL DAMAGE,FALSE,68
41070,ROBBERY,FALSE,23
41070,BATTERY,TRUE,61
41070,BATTERY,TRUE,71
41070,THEFT,FALSE,71
41070,CRIMINAL DAMAGE,FALSE,25
41070,OTHER OFFENSE,FALSE,30
41070,BURGLARY,FALSE,44
41070,DECEPTIVE PRACTICE,FALSE,8
41070,THEFT,FALSE,8
41070,BATTERY,FALSE,3
41070,ROBBERY,FALSE,61
41070,CRIMINAL DAMAGE,FALSE,61
41070,BATTERY,TRUE,74
41070,BATTERY,TRUE,25
41070,BATTERY,FALSE,3
41070,CRIMINAL DAMAGE,FALSE,44
41070,CRIMINAL DAMAGE,FALSE,24
41070,THEFT,FALSE,21
41070,OTHER OFFENSE,FALSE,40
41070,BATTERY,TRUE,19
41070,BATTERY,FALSE,29
41070,CRIMINAL DAMAGE,FALSE,46
41070,ROBBERY,FALSE,34
41070,ASSAULT,TRUE,67
41070,OTHER OFFENSE,FALSE,17
41070,BATTERY,TRUE,21
41070,ASSAULT,FALSE,1
41070,BATTERY,FALSE,13
41070,OTHER OFFENSE,TRUE,22
41070,THEFT,FALSE,58
41070,OTHER OFFENSE,TRUE,61
41070,BATTERY,TRUE,66
41070,BATTERY,FALSE,29
41070,PUBLIC PEACE VIOLATION,FALSE,31
41070,ASSAULT,FALSE,25
41070,ASSAULT,FALSE,35
41070,THEFT,FALSE,7
41070,WEAPONS VIOLATION,FALSE,66
41070,CRIMINAL DAMAGE,FALSE,74
41070,THEFT,FALSE,22
41070,CRIMINAL DAMAGE,FALSE,30
41070,OTHER OFFENSE,FALSE,61
41070,THEFT,FALSE,69
41070,THEFT,FALSE,52
41070,CRIMINAL DAMAGE,FALSE,58
41070,CRIMINAL DAMAGE,FALSE,7
41070,CRIMINAL DAMAGE,FALSE,1
41070,NARCOTICS,FALSE,67
41070,BATTERY,FALSE,58
41070,WEAPONS VIOLATION,FALSE,58
41070,THEFT,FALSE,43
41070,MOTOR VEHICLE THEFT,FALSE,37
41070,BATTERY,TRUE,44
41070,BATTERY,FALSE,2
41070,THEFT,FALSE,28
41070,HOMICIDE,FALSE,61
41070,BATTERY,FALSE,42
41070,BATTERY,FALSE,53
41070,BATTERY,FALSE,23
41070,CRIMINAL DAMAGE,FALSE,32
41070,BATTERY,TRUE,61
41070,THEFT,FALSE,29
41070,BATTERY,FALSE,61
41070,BATTERY,TRUE,68
41070,CRIMINAL DAMAGE,TRUE,47
41070,BATTERY,FALSE,30
41070,NARCOTICS,FALSE,30
41070,BATTERY,FALSE,68
41070,NARCOTICS,FALSE,53
41070,CRIMINAL DAMAGE,FALSE,66
41070,CRIMINAL TRESPASS,FALSE,28
41070,THEFT,FALSE,7
41070,CRIMINAL TRESPASS,FALSE,41
41070,PUBLIC PEACE VIOLATION,FALSE,43
41071,THEFT,FALSE,8
41071,THEFT,FALSE,28
41071,CRIMINAL DAMAGE,FALSE,40
41071,ASSAULT,FALSE,38
41071,BATTERY,FALSE,35
41071,THEFT,FALSE,7
41071,BURGLARY,FALSE,34
41071,OTHER OFFENSE,FALSE,41
41071,CRIMINAL DAMAGE,FALSE,8
41071,CRIMINAL DAMAGE,FALSE,66
41071,CRIMINAL DAMAGE,FALSE,42
41071,THEFT,FALSE,10
41071,THEFT,FALSE,44
41071,CRIMINAL DAMAGE,FALSE,74
41071,THEFT,FALSE,23
41071,DECEPTIVE PRACTICE,FALSE,24
41071,THEFT,FALSE,42
41071,CRIMINAL DAMAGE,FALSE,53
41071,THEFT,FALSE,24
41071,THEFT,FALSE,8
41071,BATTERY,TRUE,66
41071,BATTERY,FALSE,2
41071,THEFT,FALSE,22
41071,CRIMINAL DAMAGE,FALSE,23
41071,OTHER OFFENSE,TRUE,38
41071,BATTERY,TRUE,43
41071,PROSTITUTION,FALSE,1
41071,THEFT,FALSE,71
41071,THEFT,FALSE,28
41071,THEFT,FALSE,29
41071,CRIMINAL TRESPASS,FALSE,8
41071,THEFT,FALSE,24
41071,BATTERY,FALSE,32
41071,THEFT,FALSE,24
41071,MOTOR VEHICLE THEFT,FALSE,56
41071,ROBBERY,FALSE,32
41071,THEFT,FALSE,32
41071,THEFT,FALSE,32
41071,CRIMINAL DAMAGE,FALSE,30
41071,THEFT,TRUE,44
41071,CRIMINAL TRESPASS,TRUE,43
41071,CRIMINAL DAMAGE,FALSE,36
41071,MOTOR VEHICLE THEFT,FALSE,28
41071,BATTERY,FALSE,21
41071,ROBBERY,FALSE,1
41071,OTHER OFFENSE,FALSE,24
41071,THEFT,FALSE,28
41071,THEFT,FALSE,15
41071,CRIMINAL DAMAGE,FALSE,67
41071,THEFT,FALSE,8
41071,THEFT,FALSE,8
41071,CRIMINAL DAMAGE,FALSE,24
41071,OTHER OFFENSE,TRUE,30
41071,THEFT,FALSE,16
41071,CRIMINAL DAMAGE,FALSE,63
41071,SEX OFFENSE,FALSE,17
41071,THEFT,FALSE,8
41071,THEFT,FALSE,22
41071,BATTERY,FALSE,29
41071,CRIMINAL DAMAGE,FALSE,24
41071,BURGLARY,FALSE,66
41071,MOTOR VEHICLE THEFT,FALSE,70
41071,BATTERY,TRUE,71
41071,THEFT,FALSE,29
41071,CRIMINAL DAMAGE,FALSE,14
41071,THEFT,FALSE,25
41071,NARCOTICS,FALSE,58
41071,CRIMINAL DAMAGE,FALSE,69
41071,CRIMINAL DAMAGE,FALSE,42
41071,WEAPONS VIOLATION,FALSE,23
41071,DECEPTIVE PRACTICE,FALSE,8
41071,THEFT,FALSE,8
41071,ASSAULT,TRUE,29
41071,ASSAULT,FALSE,42
41071,THEFT,FALSE,43
41071,THEFT,FALSE,8
41071,CRIMINAL DAMAGE,FALSE,38
41071,CRIMINAL DAMAGE,FALSE,30
41071,THEFT,FALSE,54
41071,CRIMINAL DAMAGE,FALSE,66
41071,NARCOTICS,FALSE,31
41071,CRIMINAL DAMAGE,FALSE,30
41071,BATTERY,TRUE,17
41071,THEFT,FALSE,28
41071,BATTERY,TRUE,2
41071,CRIMINAL DAMAGE,TRUE,46
41071,BATTERY,FALSE,30
41071,HOMICIDE,FALSE,73
41071,HOMICIDE,FALSE,73
41071,BATTERY,TRUE,25
41071,OTHER OFFENSE,TRUE,24
41071,BATTERY,FALSE,66
41071,BATTERY,TRUE,29
41071,MOTOR VEHICLE THEFT,FALSE,10
41071,MOTOR VEHICLE THEFT,FALSE,67
41071,BURGLARY,FALSE,56
41071,CRIMINAL DAMAGE,TRUE,58
41071,THEFT,FALSE,8
41071,ASSAULT,TRUE,39
41071,BATTERY,FALSE,32
41071,CRIMINAL DAMAGE,TRUE,66
41071,PUBLIC PEACE VIOLATION,FALSE,31
41071,THEFT,TRUE,71
41071,BATTERY,FALSE,67
41071,BATTERY,FALSE,3
41071,THEFT,FALSE,8
41071,BATTERY,FALSE,14
41071,WEAPONS VIOLATION,FALSE,6
41071,ROBBERY,FALSE,65
41071,OTHER OFFENSE,FALSE,48
41071,BATTERY,TRUE,74
41071,BATTERY,FALSE,22
41071,CRIMINAL DAMAGE,FALSE,17
41071,BURGLARY,FALSE,29
41071,BATTERY,FALSE,71
41071,THEFT,FALSE,8
41071,CRIMINAL DAMAGE,TRUE,22
41071,BATTERY,TRUE,46
41071,BATTERY,FALSE,7
41071,BATTERY,FALSE,25
41071,BATTERY,TRUE,3
41071,BATTERY,TRUE,27
41071,BATTERY,TRUE,67
41071,BATTERY,FALSE,61
41071,CRIMINAL DAMAGE,FALSE,26
41071,THEFT,FALSE,65
41071,BURGLARY,FALSE,70
41071,THEFT,FALSE,24
41071,MOTOR VEHICLE THEFT,FALSE,50
41071,THEFT,FALSE,30
41071,THEFT,FALSE,30
41071,THEFT,FALSE,24
41071,BATTERY,FALSE,40
41071,BURGLARY,FALSE,24
41071,BATTERY,FALSE,25
41071,BATTERY,FALSE,23
41071,BATTERY,TRUE,30
41071,CRIMINAL TRESPASS,FALSE,62
41071,BATTERY,FALSE,22
41071,BATTERY,FALSE,3
41071,ARSON,FALSE,23
41071,ASSAULT,FALSE,22
41071,WEAPONS VIOLATION,FALSE,30
41071,BATTERY,TRUE,68
41071,ROBBERY,FALSE,25
41071,BATTERY,FALSE,7
41071,BATTERY,FALSE,8
41071,THEFT,FALSE,49
41071,OFFENSE INVOLVING CHILDREN,TRUE,19
41071,ROBBERY,FALSE,66
41071,CRIM SEXUAL ASSAULT,FALSE,77
41071,BATTERY,TRUE,23
41071,CRIMINAL DAMAGE,FALSE,35
41071,NARCOTICS,FALSE,29
41071,BATTERY,TRUE,17
41071,BATTERY,FALSE,23
41071,BATTERY,TRUE,69
41071,BATTERY,TRUE,61
41071,ROBBERY,FALSE,34
41071,CRIMINAL DAMAGE,FALSE,43
41071,BURGLARY,FALSE,34
41071,CRIMINAL DAMAGE,TRUE,27
41071,WEAPONS VIOLATION,FALSE,41
41071,THEFT,FALSE,8
41071,CRIM SEXUAL ASSAULT,TRUE,71
41071,BATTERY,FALSE,43
41071,BATTERY,FALSE,58
41071,ROBBERY,FALSE,46
41071,WEAPONS VIOLATION,FALSE,54
41071,BATTERY,FALSE,19
41071,THEFT,FALSE,8
41071,BATTERY,FALSE,2
41071,BATTERY,FALSE,8
41071,BATTERY,FALSE,8
41071,BATTERY,FALSE,16
41071,BATTERY,FALSE,7
41071,BATTERY,TRUE,69
41071,ASSAULT,FALSE,38
41071,BATTERY,FALSE,27
41071,BATTERY,FALSE,43
41071,CRIMINAL TRESPASS,FALSE,37
41071,CRIMINAL DAMAGE,FALSE,15
41071,CRIMINAL DAMAGE,FALSE,15
41071,BATTERY,TRUE,28
41071,BATTERY,FALSE,69
41071,THEFT,FALSE,71
41071,CRIMINAL DAMAGE,FALSE,48
41071,THEFT,FALSE,7
41071,CRIMINAL DAMAGE,TRUE,49
41071,THEFT,FALSE,22
41071,CRIMINAL DAMAGE,FALSE,26
41071,ASSAULT,TRUE,49
41071,CRIMINAL DAMAGE,FALSE,43
41071,BATTERY,TRUE,68
41071,ROBBERY,FALSE,68
41071,BATTERY,TRUE,38
41071,THEFT,FALSE,67
41071,INTERFERENCE WITH PUBLIC OFFICER,FALSE,22
41071,BATTERY,FALSE,27
41071,THEFT,FALSE,4
41071,BATTERY,TRUE,47
41071,BATTERY,TRUE,43
41071,BATTERY,TRUE,61
41071,ASSAULT,FALSE,65
41071,BATTERY,FALSE,63
41071,CRIMINAL DAMAGE,TRUE,18
41071,ROBBERY,FALSE,65
41071,ROBBERY,FALSE,69
41071,THEFT,FALSE,4
41071,BURGLARY,TRUE,68
41071,THEFT,FALSE,25
41071,ROBBERY,FALSE,23
41071,THEFT,FALSE,24
41071,BATTERY,FALSE,23
41071,CRIMINAL DAMAGE,TRUE,46
41071,THEFT,FALSE,36
41071,BATTERY,TRUE,71
41071,BURGLARY,FALSE,30
41071,NARCOTICS,FALSE,65
41071,ASSAULT,FALSE,1
41071,BATTERY,FALSE,42
41071,THEFT,FALSE,32
41071,CRIMINAL DAMAGE,FALSE,27
41071,BURGLARY,FALSE,70
41071,BATTERY,TRUE,49
41071,DECEPTIVE PRACTICE,FALSE,30
41071,THEFT,FALSE,21
41071,BATTERY,TRUE,56
41071,MOTOR VEHICLE THEFT,FALSE,66
41071,BATTERY,FALSE,39
41071,CRIMINAL DAMAGE,TRUE,25
41071,ASSAULT,FALSE,73
41071,BATTERY,FALSE,19
41071,CRIM SEXUAL ASSAULT,FALSE,71
41071,BATTERY,TRUE,25
41071,BATTERY,TRUE,61
41071,THEFT,FALSE,30
41071,CRIMINAL DAMAGE,FALSE,42
41071,CRIMINAL DAMAGE,FALSE,66
41071,CRIMINAL DAMAGE,FALSE,24
41071,BATTERY,FALSE,45
41071,CRIMINAL DAMAGE,FALSE,23
41071,THEFT,FALSE,63
41071,OTHER OFFENSE,FALSE,26
41071,CRIMINAL DAMAGE,FALSE,67
41071,BATTERY,FALSE,28
41071,SEX OFFENSE,FALSE,58
41071,THEFT,FALSE,43
41071,ROBBERY,FALSE,69
41071,BURGLARY,FALSE,5
41071,MOTOR VEHICLE THEFT,FALSE,1
41071,DECEPTIVE PRACTICE,FALSE,25
41071,THEFT,TRUE,66
41071,BURGLARY,FALSE,30
41071,CRIMINAL TRESPASS,FALSE,25
41071,OTHER OFFENSE,TRUE,55
41071,DECEPTIVE PRACTICE,FALSE,73
41071,ASSAULT,FALSE,68
41071,WEAPONS VIOLATION,FALSE,25
41071,THEFT,FALSE,28
41071,BATTERY,TRUE,25
41071,ASSAULT,FALSE,8
41071,HOMICIDE,FALSE,68
41071,OTHER OFFENSE,TRUE,25
41071,CRIMINAL DAMAGE,FALSE,56
41071,CRIMINAL DAMAGE,FALSE,75
41071,BATTERY,FALSE,3
41071,THEFT,FALSE,20
41071,BATTERY,TRUE,38
41071,THEFT,FALSE,68
41071,THEFT,FALSE,53
41071,CRIM SEXUAL ASSAULT,FALSE,68
41071,OTHER OFFENSE,FALSE,24
41071,THEFT,FALSE,66
41071,OTHER OFFENSE,TRUE,60
41071,ASSAULT,FALSE,25
41071,BATTERY,TRUE,43
41071,THEFT,TRUE,67
41071,BATTERY,FALSE,69
41071,NARCOTICS,FALSE,23
41071,NARCOTICS,FALSE,40
41071,CRIM SEXUAL ASSAULT,FALSE,30
41071,CRIMINAL DAMAGE,FALSE,24
41071,OTHER OFFENSE,FALSE,22
41071,BATTERY,TRUE,25
41071,CRIMINAL DAMAGE,FALSE,28
41071,ASSAULT,FALSE,38
41071,ROBBERY,FALSE,14
41071,CRIMINAL TRESPASS,FALSE,6
41071,NARCOTICS,FALSE,46
41071,CRIMINAL DAMAGE,FALSE,75
41071,CRIMINAL DAMAGE,TRUE,31
41071,THEFT,FALSE,68
41071,OTHER OFFENSE,TRUE,67
41071,NARCOTICS,FALSE,26
41071,BATTERY,FALSE,28
41071,MOTOR VEHICLE THEFT,FALSE,33
41071,BATTERY,TRUE,42
41071,OFFENSE INVOLVING CHILDREN,TRUE,75
41071,THEFT,FALSE,8
41071,BATTERY,TRUE,23
41071,OTHER OFFENSE,FALSE,30
41071,BATTERY,FALSE,68
41071,ASSAULT,FALSE,26
41071,BATTERY,FALSE,3
41071,BATTERY,TRUE,23
41071,ASSAULT,FALSE,1
41071,NARCOTICS,FALSE,23
41071,NARCOTICS,FALSE,25
41071,MOTOR VEHICLE THEFT,FALSE,29
41071,THEFT,FALSE,22
41071,BATTERY,TRUE,49
41071,MOTOR VEHICLE THEFT,FALSE,24
41071,NARCOTICS,FALSE,8
41071,ASSAULT,FALSE,27
41071,THEFT,FALSE,64
41071,BATTERY,TRUE,68
41071,ASSAULT,FALSE,15
41071,BATTERY,TRUE,24
41071,NARCOTICS,FALSE,25
41071,NARCOTICS,FALSE,29
41071,THEFT,FALSE,8
41071,NARCOTICS,FALSE,26
41071,CRIMINAL TRESPASS,FALSE,22
41071,BURGLARY,FALSE,29
41071,DECEPTIVE PRACTICE,FALSE,73
41071,NARCOTICS,FALSE,71
