Date,Primary Type,Domestic,Community Area
41060,SEX OFFENSE,FALSE,2
41060,DECEPTIVE PRACTICE,FALSE,67
41060,BURGLARY,FALSE,24
41060,DECEPTIVE PRACTICE,FALSE,20
41060,DECEPTIVE PRACTICE,FALSE,43
41060,MOTOR VEHICLE THEFT,FALSE,23
41060,DECEPTIVE PRACTICE,FALSE,41
41060,BURGLARY,FALSE,29
41060,MOTOR VEHICLE THEFT,FALSE,28
41060,CRIMINAL DAMAGE,FALSE,44
41060,THEFT,FALSE,24
41060,OTHER OFFENSE,FALSE,6
41060,BATTERY,TRUE,66
41060,THEFT,FALSE,67
41060,OTHER OFFENSE,TRUE,25
41060,OTHER OFFENSE,TRUE,69
41060,BATTERY,TRUE,42
41060,BURGLARY,TRUE,46
41060,ASSAULT,FALSE,24
41060,BURGLARY,FALSE,5
41060,BURGLARY,FALSE,50
41060,BATTERY,FALSE,32
41060,OTHER OFFENSE,TRUE,71
41060,BATTERY,TRUE,22
41060,THEFT,FALSE,8
41060,BURGLARY,FALSE,16
41060,BURGLARY,FALSE,71
41060,THEFT,FALSE,28
41060,ASSAULT,FALSE,71
41060,CRIMINAL DAMAGE,FALSE,74
41060,BATTERY,TRUE,66
41060,HOMICIDE,FALSE,62
41060,OTHER OFFENSE,TRUE,68
41060,ASSAULT,FALSE,22
41060,DECEPTIVE PRACTICE,FALSE,3
41060,MOTOR VEHICLE THEFT,FALSE,25
41060,OTHER OFFENSE,FALSE,67
41060,DECEPTIVE PRACTICE,FALSE,3
41060,THEFT,FALSE,22
41060,DECEPTIVE PRACTICE,FALSE,25
41060,BATTERY,TRUE,43
41060,DECEPTIVE PRACTICE,FALSE,4
41060,DECEPTIVE PRACTICE,FALSE,74
41060,DECEPTIVE PRACTICE,FALSE,68
41060,THEFT,FALSE,48
41060,DECEPTIVE PRACTICE,FALSE,23
41060,DECEPTIVE PRACTICE,FALSE,75
41060,BATTERY,TRUE,61
41060,MOTOR VEHICLE THEFT,FALSE,3
41060,DECEPTIVE PRACTICE,FALSE,19
41060,BURGLARY,FALSE,77
41060,DECEPTIVE PRACTICE,FALSE,71
41060,THEFT,FALSE,22
41060,THEFT,FALSE,7
41060,DECEPTIVE PRACTICE,FALSE,66
41060,THEFT,FALSE,67
41060,BATTERY,TRUE,27
41060,DECEPTIVE PRACTICE,FALSE,17
41060,ASSAULT,FALSE,6
41060,DECEPTIVE PRACTICE,FALSE,25
41060,CRIM SEXUAL ASSAULT,FALSE,71
41060,THEFT,FALSE,8
41060,CRIMINAL TRESPASS,FALSE,23
41060,ROBBERY,FALSE,29
41060,CRIMINAL TRESPASS,FALSE,27
41060,THEFT,FALSE,46
41060,MOTOR VEHICLE THEFT,FALSE,41
41060,CRIMINAL DAMAGE,FALSE,74
41060,ASSAULT,FALSE,71
41060,OTHER OFFENSE,FALSE,62
41060,CRIM SEXUAL ASSAULT,FALSE,67
41060,DECEPTIVE PRACTICE,FALSE,66
41060,ROBBERY,FALSE,66
41060,MOTOR VEHICLE THEFT,FALSE,67
41060,MOTOR VEHICLE THEFT,FALSE,70
41060,BATTERY,TRUE,38
41060,BATTERY,FALSE,77
41060,CRIMINAL TRESPASS,FALSE,49
41060,BATTERY,TRUE,29
41060,BATTERY,FALSE,27
41060,THEFT,TRUE,71
41060,CRIMINAL DAMAGE,FALSE,28
41060,WEAPONS VIOLATION,FALSE,25
41060,DECEPTIVE PRACTICE,FALSE,45
41060,OTHER OFFENSE,FALSE,6
41060,DECEPTIVE PRACTICE,FALSE,34
41060,OTHER OFFENSE,FALSE,19
41060,THEFT,FALSE,62
41060,DECEPTIVE PRACTICE,FALSE,2
41060,CRIMINAL DAMAGE,FALSE,49
41060,BURGLARY,FALSE,69
41060,DECEPTIVE PRACTICE,FALSE,32
41060,THEFT,FALSE,44
41060,BATTERY,FALSE,63
41060,THEFT,FALSE,71
41060,THEFT,FALSE,44
41060,CRIMINAL DAMAGE,TRUE,65
41060,CRIMINAL DAMAGE,FALSE,40
41060,THEFT,FALSE,49
41060,ASSAULT,FALSE,27
41060,THEFT,FALSE,32
41060,BATTERY,FALSE,35
41060,THEFT,FALSE,8
41060,THEFT,FALSE,19
41060,OTHER OFFENSE,FALSE,26
41060,THEFT,FALSE,23
41060,BATTERY,TRUE,43
41060,DECEPTIVE PRACTICE,FALSE,49
41060,THEFT,FALSE,32
41060,BATTERY,FALSE,31
41060,ASSAULT,FALSE,61
41060,NARCOTICS,FALSE,38
41060,ASSAULT,FALSE,35
41060,THEFT,FALSE,41
41060,OTHER OFFENSE,FALSE,23
41060,OTHER OFFENSE,TRUE,69
41060,OFFENSE INVOLVING CHILDREN,TRUE,61
41060,DECEPTIVE PRACTICE,FALSE,28
41060,OTHER OFFENSE,TRUE,53
41060,CRIMINAL DAMAGE,FALSE,56
41060,ASSAULT,FALSE,53
41060,INTIMIDATION,FALSE,35
41060,OTHER OFFENSE,FALSE,48
41060,ASSAULT,TRUE,48
41060,THEFT,FALSE,71
41060,BATTERY,TRUE,8
41060,ASSAULT,FALSE,68
41060,THEFT,FALSE,44
41060,CRIMINAL DAMAGE,FALSE,44
41060,OTHER OFFENSE,TRUE,28
41060,BATTERY,TRUE,38
41060,INTERFERENCE WITH PUBLIC OFFICER,FALSE,61
41060,NARCOTICS,FALSE,26
41060,THEFT,FALSE,63
41060,ASSAULT,FALSE,25
41060,THEFT,FALSE,44
41060,CRIMINAL TRESPASS,FALSE,49
41060,CRIM SEXUAL ASSAULT,FALSE,71
41060,THEFT,FALSE,49
41060,BATTERY,TRUE,43
41060,THEFT,FALSE,8
41060,ASSAULT,FALSE,27
41060,THEFT,FALSE,25
41060,NARCOTICS,FALSE,30
41060,PUBLIC PEACE VIOLATION,FALSE,25
41060,ASSAULT,FALSE,70
41060,BATTERY,TRUE,26
41060,NARCOTICS,FALSE,61
41060,BATTERY,FALSE,68
41060,OTHER OFFENSE,FALSE,58
41060,THEFT,FALSE,29
41060,DECEPTIVE PRACTICE,FALSE,40
41060,DECEPTIVE PRACTICE,FALSE,15
41060,DECEPTIVE PRACTICE,FALSE,61
41060,CRIMINAL DAMAGE,FALSE,25
41060,OTHER OFFENSE,TRUE,68
41060,DECEPTIVE PRACTICE,FALSE,43
41060,DECEPTIVE PRACTICE,FALSE,58
41060,THEFT,FALSE,43
41060,DECEPTIVE PRACTICE,FALSE,73
41060,BURGLARY,FALSE,67
41060,DECEPTIVE PRACTICE,FALSE,5
41060,CRIMINAL TRESPASS,FALSE,61
41060,THEFT,FALSE,32
41060,CRIM SEXUAL ASSAULT,FALSE,30
41060,BATTERY,FALSE,56
41060,ASSAULT,FALSE,25
41060,OTHER OFFENSE,TRUE,69
41060,THEFT,FALSE,53
41060,ROBBERY,FALSE,42
41060,OTHER OFFENSE,FALSE,69
41060,OTHER OFFENSE,FALSE,26
41060,BATTERY,TRUE,49
41060,NARCOTICS,FALSE,61
41060,ASSAULT,FALSE,61
41060,CRIMINAL DAMAGE,TRUE,29
41060,CRIMINAL TRESPASS,FALSE,51
41060,NARCOTICS,FALSE,67
41060,CRIMINAL TRESPASS,FALSE,73
41060,DECEPTIVE PRACTICE,FALSE,67
41060,OTHER OFFENSE,FALSE,26
41060,BATTERY,FALSE,56
41060,THEFT,FALSE,25
41060,BATTERY,FALSE,53
41060,THEFT,TRUE,42
41060,ASSAULT,FALSE,39
41060,ROBBERY,FALSE,51
41060,THEFT,FALSE,71
41060,THEFT,FALSE,32
41060,THEFT,FALSE,22
41060,THEFT,FALSE,73
41060,NARCOTICS,FALSE,68
41060,INTERFERENCE WITH PUBLIC OFFICER,FALSE,23
41060,OTHER OFFENSE,FALSE,48
41060,DECEPTIVE PRACTICE,FALSE,6
41060,MOTOR VEHICLE THEFT,FALSE,26
41060,ROBBERY,FALSE,62
41060,BATTERY,FALSE,76
41060,ROBBERY,FALSE,70
41060,THEFT,FALSE,32
41060,MOTOR VEHICLE THEFT,FALSE,3
41060,THEFT,FALSE,2
41060,THEFT,FALSE,76
41060,THEFT,FALSE,52
41060,CRIMINAL DAMAGE,FALSE,23
41060,CRIMINAL DAMAGE,FALSE,23
41060,OFFENSE INVOLVING CHILDREN,FALSE,49
41060,CRIMINAL DAMAGE,FALSE,16
41060,CRIMINAL DAMAGE,FALSE,73
41060,THEFT,FALSE,72
41060,THEFT,FALSE,28
41060,CRIMINAL DAMAGE,FALSE,2
41060,THEFT,FALSE,6
41060,CRIMINAL DAMAGE,FALSE,40
41060,THEFT,FALSE,58
41060,OTHER OFFENSE,FALSE,71
41060,DECEPTIVE PRACTICE,FALSE,8
41060,THEFT,FALSE,2
41060,NARCOTICS,FALSE,8
41060,ROBBERY,FALSE,66
41060,ROBBERY,FALSE,68
41060,BATTERY,FALSE,71
41060,OTHER OFFENSE,TRUE,71
41060,THEFT,FALSE,32
41060,THEFT,FALSE,29
41060,DECEPTIVE PRACTICE,FALSE,32
41060,THEFT,FALSE,53
41060,BATTERY,TRUE,67
41060,ROBBERY,FALSE,67
41060,ROBBERY,FALSE,1
41060,THEFT,TRUE,63
41060,NARCOTICS,FALSE,26
41060,ROBBERY,FALSE,71
41060,BATTERY,FALSE,61
41060,CRIMINAL TRESPASS,TRUE,25
41060,NARCOTICS,FALSE,51
41060,THEFT,FALSE,62
41060,BATTERY,TRUE,25
41060,BATTERY,FALSE,44
41060,CRIMINAL DAMAGE,FALSE,23
41060,ROBBERY,FALSE,23
41060,BATTERY,TRUE,2
41060,DECEPTIVE PRACTICE,FALSE,50
41060,DECEPTIVE PRACTICE,FALSE,6
41060,ASSAULT,FALSE,24
41060,DECEPTIVE PRACTICE,FALSE,29
41060,SEX OFFENSE,FALSE,26
41060,CRIMINAL DAMAGE,FALSE,67
41060,MOTOR VEHICLE THEFT,FALSE,61
41060,BURGLARY,FALSE,42
41060,ASSAULT,FALSE,66
41060,ROBBERY,FALSE,69
41060,BATTERY,TRUE,71
41060,OFFENSE INVOLVING CHILDREN,FALSE,46
41060,OTHER OFFENSE,TRUE,10
41060,BURGLARY,FALSE,58
41060,THEFT,FALSE,46
41060,THEFT,FALSE,61
41060,OTHER OFFENSE,FALSE,10
41060,ASSAULT,TRUE,43
41060,ASSAULT,FALSE,23
41060,THEFT,FALSE,25
41060,THEFT,FALSE,69
41060,ROBBERY,FALSE,67
41060,ASSAULT,FALSE,31
41060,OTHER OFFENSE,TRUE,71
41060,NARCOTICS,FALSE,36
41060,ASSAULT,FALSE,68
41060,NARCOTICS,FALSE,25
41060,BATTERY,FALSE,63
41060,THEFT,FALSE,23
41060,ASSAULT,FALSE,69
41060,THEFT,FALSE,44
41060,THEFT,FALSE,22
41060,BATTERY,TRUE,38
41060,THEFT,FALSE,7
41060,CRIMINAL DAMAGE,FALSE,35
41060,THEFT,FALSE,67
41060,INTERFERENCE WITH PUBLIC OFFICER,FALSE,53
41060,BATTERY,FALSE,29
41060,CRIMINAL DAMAGE,FALSE,8
41060,THEFT,FALSE,28
41060,WEAPONS VIOLATION,FALSE,25
41060,THEFT,FALSE,44
41060,NARCOTICS,FALSE,66
41060,THEFT,FALSE,5
41060,BATTERY,FALSE,25
41060,ASSAULT,TRUE,28
41060,NARCOTICS,FALSE,67
41060,DECEPTIVE PRACTICE,FALSE,8
41060,INTERFERENCE WITH PUBLIC OFFICER,FALSE,29
41060,PUBLIC PEACE VIOLATION,FALSE,27
41060,THEFT,FALSE,31
41060,THEFT,FALSE,75
41060,CRIMINAL DAMAGE,FALSE,70
41060,THEFT,FALSE,4
41060,DECEPTIVE PRACTICE,FALSE,66
41060,CRIMINAL DAMAGE,FALSE,44
41060,THEFT,FALSE,8
41060,ASSAULT,FALSE,29
41060,THEFT,TRUE,23
41060,DECEPTIVE PRACTICE,FALSE,25
41060,THEFT,FALSE,6
41060,OTHER OFFENSE,TRUE,31
41060,OFFENSE INVOLVING CHILDREN,TRUE,29
41060,CRIMINAL DAMAGE,FALSE,41
41060,ASSAULT,FALSE,67
41060,CRIMINAL DAMAGE,FALSE,16
41060,DECEPTIVE PRACTICE,FALSE,25
41060,ROBBERY,FALSE,19
41060,THEFT,FALSE,23
41060,WEAPONS VIOLATION,FALSE,37
41060,BATTERY,FALSE,59
41060,THEFT,FALSE,8
41060,OTHER OFFENSE,FALSE,42
41060,OTHER OFFENSE,FALSE,8
41060,CRIMINAL TRESPASS,FALSE,25
41060,BURGLARY,FALSE,58
41060,BATTERY,TRUE,23
41060,BATTERY,FALSE,67
41060,ROBBERY,FALSE,27
41060,ASSAULT,FALSE,25
41060,THEFT,FALSE,36
41060,WEAPONS VIOLATION,FALSE,30
41060,BATTERY,TRUE,1
41060,PUBLIC PEACE VIOLATION,FALSE,35
41060,CRIMINAL DAMAGE,FALSE,39
41060,THEFT,FALSE,56
41060,THEFT,FALSE,32
41060,ASSAULT,FALSE,23
41060,BURGLARY,FALSE,68
41060,BATTERY,FALSE,28
41060,THEFT,FALSE,6
41060,OTHER OFFENSE,FALSE,53
41060,BATTERY,FALSE,49
41060,OTHER OFFENSE,FALSE,40
41060,THEFT,FALSE,24
41060,BATTERY,TRUE,27
41060,THEFT,TRUE,25
41060,OTHER OFFENSE,FALSE,25
41060,WEAPONS VIOLATION,FALSE,26
41060,NARCOTICS,FALSE,25
41060,MOTOR VEHICLE THEFT,FALSE,26
41060,CRIM SEXUAL ASSAULT,TRUE,54
41060,CRIMINAL DAMAGE,FALSE,67
41060,THEFT,FALSE,77
41060,OTHER OFFENSE,FALSE,46
41060,BATTERY,TRUE,70
41060,DECEPTIVE PRACTICE,FALSE,31
41060,ASSAULT,TRUE,27
41060,BATTERY,TRUE,24
41060,THEFT,FALSE,1
41060,THEFT,FALSE,30
41060,ASSAULT,FALSE,54
41060,THEFT,FALSE,35
41060,CRIMINAL TRESPASS,TRUE,3
41060,BATTERY,TRUE,9
41060,THEFT,FALSE,31
41060,BATTERY,TRUE,22
41060,THEFT,FALSE,23
41060,BATTERY,FALSE,47
41060,THEFT,FALSE,49
41060,SEX OFFENSE,FALSE,8
41060,CRIMINAL DAMAGE,TRUE,63
41060,ASSAULT,FALSE,61
41060,BATTERY,TRUE,25
41060,THEFT,FALSE,35
41060,ROBBERY,FALSE,8
41060,INTERFERENCE WITH PUBLIC OFFICER,FALSE,48
41060,THEFT,FALSE,25
41060,BATTERY,TRUE,25
41060,ROBBERY,FALSE,8
41060,ROBBERY,FALSE,7
41060,OTHER OFFENSE,FALSE,67
41060,PROSTITUTION,FALSE,25
41060,LIQUOR LAW VIOLATION,FALSE,33
41060,OTHER OFFENSE,FALSE,24
41060,THEFT,FALSE,49
41060,MOTOR VEHICLE THEFT,FALSE,30
41060,OFFENSE INVOLVING CHILDREN,TRUE,40
41060,THEFT,FALSE,24
41060,THEFT,FALSE,61
41060,BATTERY,TRUE,70
41060,BURGLARY,FALSE,65
41060,DECEPTIVE PRACTICE,FALSE,53
41060,THEFT,FALSE,24
41060,CRIMINAL DAMAGE,FALSE,63
41060,BURGLARY,FALSE,61
41060,ASSAULT,TRUE,77
41060,THEFT,FALSE,2
41060,THEFT,FALSE,32
41060,PROSTITUTION,FALSE,25
41060,THEFT,FALSE,1
41060,BATTERY,FALSE,4
41060,THEFT,FALSE,8
41060,BATTERY,FALSE,24
41060,BATTERY,FALSE,29
41060,DECEPTIVE PRACTICE,FALSE,49
41060,NARCOTICS,FALSE,56
41060,THEFT,FALSE,32
41060,WEAPONS VIOLATION,FALSE,25
41060,THEFT,FALSE,8
41060,ROBBERY,FALSE,19
41060,BATTERY,TRUE,23
41060,BATTERY,TRUE,43
41060,ROBBERY,FALSE,44
41060,THEFT,FALSE,24
41060,ROBBERY,FALSE,71
41060,ASSAULT,FALSE,49
41060,BATTERY,TRUE,50
41060,DECEPTIVE PRACTICE,FALSE,71
41060,ASSAULT,FALSE,22
41060,THEFT,FALSE,28
41060,BATTERY,TRUE,18
41060,PUBLIC PEACE VIOLATION,FALSE,43
41060,OTHER OFFENSE,FALSE,43
41060,HOMICIDE,FALSE,43
41060,THEFT,FALSE,22
41060,BATTERY,TRUE,71
41060,ASSAULT,FALSE,28
41060,THEFT,FALSE,32
41060,CRIMINAL DAMAGE,FALSE,21
41060,ASSAULT,FALSE,23
41060,BATTERY,TRUE,25
41060,ROBBERY,FALSE,61
41060,CRIMINAL DAMAGE,FALSE,22
41060,MOTOR VEHICLE THEFT,FALSE,26
41060,MOTOR VEHICLE THEFT,FALSE,2
41060,MOTOR VEHICLE THEFT,FALSE,23
41060,MOTOR VEHICLE THEFT,FALSE,13
41060,MOTOR VEHICLE THEFT,FALSE,24
41060,CRIMINAL DAMAGE,FALSE,66
41060,CRIMINAL DAMAGE,FALSE,23
41060,ASSAULT,FALSE,46
41060,OTHER OFFENSE,TRUE,29
41060,BATTERY,TRUE,44
41060,BATTERY,TRUE,69
41060,CRIMINAL TRESPASS,FALSE,62
41060,DECEPTIVE PRACTICE,FALSE,76
41060,CRIMINAL DAMAGE,TRUE,71
41060,BATTERY,TRUE,67
41060,BATTERY,FALSE,44
41060,BATTERY,FALSE,69
41060,THEFT,FALSE,25
41060,CRIMINAL TRESPASS,FALSE,73
41060,CRIMINAL DAMAGE,FALSE,24
41060,CRIMINAL DAMAGE,FALSE,49
41060,NARCOTICS,FALSE,69
41060,CRIMINAL TRESPASS,FALSE,49
41060,THEFT,FALSE,58
41060,WEAPONS VIOLATION,FALSE,25
41060,BATTERY,FALSE,61
41060,DECEPTIVE PRACTICE,FALSE,65
41060,THEFT,FALSE,53
41060,BATTERY,TRUE,1
41060,BATTERY,TRUE,61
41060,THEFT,FALSE,27
41060,ASSAULT,FALSE,30
41060,NARCOTICS,FALSE,23
41060,ASSAULT,FALSE,63
41060,NARCOTICS,FALSE,26
41060,BATTERY,FALSE,61
41060,THEFT,FALSE,6
41060,THEFT,FALSE,8
41060,BATTERY,FALSE,7
41060,THEFT,FALSE,61
41060,NARCOTICS,FALSE,43
41060,BATTERY,FALSE,28
41060,NARCOTICS,FALSE,69
41060,CRIMINAL DAMAGE,FALSE,30
41060,OTHER OFFENSE,FALSE,44
41060,THEFT,FALSE,35
41060,CRIMINAL DAMAGE,FALSE,53
41060,OTHER OFFENSE,TRUE,70
41060,CRIMINAL DAMAGE,FALSE,29
41060,MOTOR VEHICLE THEFT,FALSE,24
41060,ROBBERY,FALSE,43
41060,BATTERY,TRUE,69
41060,ASSAULT,FALSE,25
41060,OTHER OFFENSE,FALSE,71
41060,OTHER OFFENSE,FALSE,19
41060,ASSAULT,FALSE,4
41060,BATTERY,FALSE,77
41060,CRIMINAL DAMAGE,FALSE,1
41060,CRIMINAL DAMAGE,FALSE,8
41060,BATTERY,FALSE,4
41060,ROBBERY,FALSE,68
41060,BURGLARY,FALSE,44
41060,BATTERY,TRUE,25
41060,NARCOTICS,FALSE,71
41060,DECEPTIVE PRACTICE,FALSE,67
41060,OTHER OFFENSE,FALSE,17
41060,MOTOR VEHICLE THEFT,FALSE,25
41060,CRIMINAL DAMAGE,FALSE,28
41060,BATTERY,TRUE,75
41060,THEFT,TRUE,69
41060,CRIMINAL DAMAGE,FALSE,25
41060,ASSAULT,FALSE,44
41060,ASSAULT,FALSE,41
41060,BATTERY,TRUE,53
41060,OTHER OFFENSE,FALSE,30
41060,NARCOTICS,FALSE,73
41060,WEAPONS VIOLATION,FALSE,25
41060,NARCOTICS,FALSE,27
41060,ROBBERY,FALSE,72
41060,OTHER OFFENSE,FALSE,29
41060,OTHER OFFENSE,TRUE,8
41060,THEFT,FALSE,25
41060,NARCOTICS,FALSE,37
41060,BATTERY,FALSE,49
41060,DECEPTIVE PRACTICE,FALSE,23
41060,DECEPTIVE PRACTICE,FALSE,24
41060,THEFT,FALSE,30
41060,BATTERY,FALSE,8
41060,MOTOR VEHICLE THEFT,FALSE,44
41060,THEFT,FALSE,8
41060,DECEPTIVE PRACTICE,FALSE,8
41060,OTHER OFFENSE,FALSE,66
41060,BATTERY,FALSE,58
41060,CRIMINAL DAMAGE,FALSE,73
41060,OTHER OFFENSE,TRUE,71
41060,THEFT,FALSE,24
41060,CRIMINAL DAMAGE,FALSE,34
41060,THEFT,FALSE,24
41060,CRIMINAL DAMAGE,FALSE,7
41060,OTHER OFFENSE,FALSE,19
41060,THEFT,FALSE,33
41060,BATTERY,TRUE,14
41060,BATTERY,TRUE,7
41060,WEAPONS VIOLATION,FALSE,27
41060,BATTERY,FALSE,25
41060,BATTERY,FALSE,25
41060,ROBBERY,FALSE,44
41060,NARCOTICS,FALSE,38
41060,BATTERY,TRUE,58
41060,CRIMINAL DAMAGE,FALSE,25
41060,THEFT,FALSE,6
41060,OTHER OFFENSE,FALSE,75
41060,NARCOTICS,FALSE,46
41060,CRIMINAL DAMAGE,FALSE,50
41060,OTHER OFFENSE,FALSE,49
41060,THEFT,FALSE,1
41060,CRIMINAL DAMAGE,FALSE,43
41060,BATTERY,FALSE,23
41060,ASSAULT,TRUE,25
41060,BATTERY,TRUE,1
41060,ASSAULT,FALSE,28
41060,ASSAULT,FALSE,50
41060,ASSAULT,FALSE,28
41060,OTHER OFFENSE,FALSE,25
41060,BATTERY,FALSE,7
41060,THEFT,FALSE,69
41060,THEFT,TRUE,67
41060,OTHER OFFENSE,FALSE,71
41060,THEFT,FALSE,28
41060,BATTERY,FALSE,70
41060,BATTERY,FALSE,67
41060,NARCOTICS,FALSE,46
41060,OFFENSE INVOLVING CHILDREN,TRUE,64
41060,OTHER OFFENSE,TRUE,21
41060,THEFT,FALSE,25
41060,CRIMINAL DAMAGE,FALSE,1
41060,MOTOR VEHICLE THEFT,FALSE,34
41060,THEFT,FALSE,70
41060,THEFT,FALSE,28
41060,CRIMINAL DAMAGE,FALSE,26
41060,CRIMINAL DAMAGE,FALSE,29
41060,BATTERY,FALSE,39
41060,CRIMINAL DAMAGE,FALSE,3
41060,CRIMINAL DAMAGE,FALSE,41
41060,ASSAULT,FALSE,65
41060,PUBLIC PEACE VIOLATION,FALSE,67
41060,CRIMINAL TRESPASS,FALSE,3
41060,THEFT,FALSE,24
41060,THEFT,FALSE,8
41060,ASSAULT,FALSE,51
41060,THEFT,FALSE,22
41060,CRIMINAL DAMAGE,FALSE,2
41060,THEFT,FALSE,27
41060,BATTERY,FALSE,63
41060,NARCOTICS,FALSE,57
41060,NARCOTICS,FALSE,23
41060,ASSAULT,FALSE,25
41060,HOMICIDE,FALSE,2
41060,THEFT,FALSE,77
41060,THEFT,FALSE,23
41060,BATTERY,TRUE,63
41060,BATTERY,FALSE,6
41060,THEFT,FALSE,9
41060,BURGLARY,FALSE,24
41060,BATTERY,TRUE,29
41060,CRIMINAL DAMAGE,FALSE,70
41060,CRIMINAL DAMAGE,FALSE,75
41060,BURGLARY,FALSE,66
41060,THEFT,FALSE,28
41060,WEAPONS VIOLATION,FALSE,25
41060,GAMBLING,FALSE,27
