class,ip,ea,vis,bp,fp,li,mg,al,pf6,lio2,o2m,o2,na,ni2,ni3,mn2,mn3,mn4,co,PYR14,FSI,TFSI,co2,h2o
class-00100001,-9.56,-0.69,6.61,572.83,394.94,15.39,101.05,82.62,4.29,9.59,14.96,-2.19,9.75,31.91,91.72,31.91,91.74,187.44,91.75,-2.72,1.83,2.02,-1.93,-1.53
class-00100001,-9.15,0.19,5.37,599.53,406.93,13.47,97.07,80.43,2.32,7.01,11.55,-1.7,7.61,28,87.44,28,87.46,183.5,87.46,-2.5,0.18,0.54,-1.8,-1.66
class-00100001,-10.22,0.93,9.01,627.16,433.26,14.03,98.07,80.93,3.97,8.41,13.97,-2.19,8.33,29.22,88.56,29.22,88.58,184.52,88.58,-2.94,1.6,1.8,-1.95,-1.62
class-00100001,-9.46,0.11,3.71,574.5,392.4,15.27,101.52,83.21,4.78,9.99,16.67,-2.09,9.62,31.66,92.02,31.66,92.04,188.97,92.04,-2.88,2.25,2.53,-1.84,-1.3
class-00100001,-10.04,0.22,5.76,588.69,403.1,10.59,88.26,74.63,-0.49,4.43,8.8,-1.33,4.82,22.19,78.62,22.19,78.64,171.96,78.64,-0.87,-2.54,-1.97,-1.56,-2.67
class-00100001,-10.12,1.86,3.97,546.57,385.83,16.93,108.97,88.69,5.83,11.49,18.25,-2.16,10.97,35.02,99.12,35.02,99.14,200.59,99.14,-2.67,3.25,3.54,-1.65,-1.16
class-00100001,-8.91,-0.67,3.49,522.34,360.95,16.65,106.4,86.52,2.25,7.98,9.39,-1.43,10.57,34.28,96.85,34.29,96.87,195.42,96.87,-2.17,0.42,0.38,-1.61,-0.95
class-00100001,-8.86,-0.23,5.36,561.21,387.43,15.74,102.77,83.95,2.18,7.74,10.1,-1.5,9.9,32.51,93.32,32.51,93.34,190.16,93.34,-2.25,0.28,0.37,-1.68,-1.17
class-00100001,-10.97,0.44,3.48,533.2,373.74,13.46,98.02,81.32,4.99,9.1,16.89,-2.01,7.61,28.06,88.22,28.06,88.24,185.78,88.25,-3.39,2.5,2.76,-1.71,-1.32
class-00100001,-10.1,1.91,1.25,458.29,319.81,14.98,103.93,85.55,5.36,10.23,17.66,-2.04,8.82,31.02,93.95,31.02,93.97,194.45,93.97,-3.4,2.8,3.07,-1.66,-1.65
class-00100001,-10.11,1.86,1.57,481.03,336.88,16.81,109.52,89.27,5.67,11.27,18.08,-2.08,10.61,34.7,99.54,34.7,99.56,201.91,99.56,-2.95,3.09,3.36,-1.63,-1.24
class-00100001,-11.17,0.19,189.81,652.29,458.67,9.84,81.51,69.39,2,4.53,4.8,-1.28,5.21,20.76,72.4,20.76,72.42,160.78,72.42,-1.27,0.41,0.54,-1.15,-3.03
class-00100001,-11.27,0.42,5.35,563.29,389.91,12.17,95.24,79.61,2.78,7.05,13.94,-1.76,5.96,25.44,85.34,25.44,85.36,182.43,85.36,-3.51,0.47,0.82,-1.77,-1.97
class-00100001,-9.16,0.35,1.94,489.46,338.28,11.26,90.64,76.06,3.27,7.27,14.95,-1.83,5.29,23.57,81.04,23.57,81.06,174.64,81.06,-3.9,0.89,1.22,-1.8,-3.09
class-00100001,-10.37,0.19,7.85,603.13,409.23,12.3,95.57,79.77,2.4,6.93,13.75,-1.69,6.04,25.69,85.7,25.69,85.72,182.64,85.73,-3.39,0.13,0.52,-1.75,-1.91
class-00100001,-10.14,0.94,2.13,549.74,375.51,13.59,97.06,80.42,2.9,7.48,12.56,-2.01,7.77,28.22,87.47,28.22,87.49,183.52,87.49,-2.74,0.62,0.86,-1.94,-1.76
class-00100001,-10.48,0.15,6.24,572.11,402.13,13.14,97.71,81.22,4.86,8.68,16.19,-2.07,7.22,27.45,87.84,27.45,87.86,185.74,87.86,-3.32,2.4,2.67,-1.75,-1.43
class-00100001,-10.85,0.38,6.51,612.74,413.81,13.53,97.54,80.79,4.96,9.19,17.06,-2.01,7.73,28.2,87.88,28.2,87.9,184.43,87.9,-3.37,2.47,2.74,-1.71,-1.29
class-00100001,-9.75,0,3.23,541.38,374.41,19.81,113.35,90.76,5.21,12.4,17.01,-2.15,14.23,40.75,104.09,40.75,104.11,203.7,104.12,-1.93,2.62,2.87,-1.78,-0.77
class-00100001,-10.05,1.02,4.09,562.9,390,12.06,93.62,78.23,3.92,7.78,15.54,-2.21,6.09,25.25,83.91,25.26,83.93,179.37,83.93,-3.66,1.44,1.72,-2.04,-2.11
class-00100001,-9.53,0.19,9.24,647.96,433.04,15.62,103.53,84.6,4.01,9.54,15.4,-2.01,9.61,32.36,93.97,32.36,93.99,191.78,93.99,-3.01,1.59,1.89,-1.87,-1.38
class-00100001,-9.59,1.06,3.67,606,414.78,6.03,73.84,64.87,4.81,5.83,17.05,-2.1,0.71,13.23,64.28,13.23,64.3,152.54,64.3,-4.87,2.26,2.58,-1.85,-3.27
class-00100001,-9.84,0.08,3.86,602.41,400.93,12.13,95.18,79.5,3.25,7.43,15.06,-1.82,5.81,25.32,85.31,25.32,85.33,182.01,85.33,-3.92,0.89,1.25,-1.78,-2.25
class-00100001,-10.74,0.21,3.11,577.3,386.85,13.03,97.06,80.64,4.35,8.5,16.41,-1.92,6.91,27.14,87.27,27.14,87.29,184.25,87.29,-3.78,1.89,2.19,-1.74,-1.55
class-00100001,-10.6,-0.27,7.93,720.61,479.15,15.07,104.7,86.05,-2.67,4.78,5.17,-0.62,8.5,31.07,94.72,31.07,94.74,195.18,94.74,1.97,-4.25,-3.25,-1.11,-1.84
class-00100001,-10.57,0.47,3.02,531.89,371.29,13.08,96.88,80.55,4.96,8.93,16.98,-2.03,7.23,27.31,87.1,27.31,87.12,184.23,87.12,-3.47,2.46,2.72,-1.74,-1.42
class-00100001,-10.99,0.42,6.11,560.6,394.52,13.42,97.79,81.15,4.72,8.82,16.06,-2.02,7.62,28,88.01,28,88.03,185.45,88.03,-3.27,2.29,2.54,-1.72,-1.36
class-00100001,-10.09,1.59,5.05,585.02,408.01,11.94,90.24,75.59,5.24,9.13,17.24,-2.13,6.81,25.05,80.84,25.05,80.86,173.77,80.86,-3.36,2.7,2.99,-1.73,-2.56
class-00100001,-11.11,0.49,6.16,577.86,406.09,12.33,94.29,78.75,5.25,8.8,17.34,-2.12,6.64,25.85,84.54,25.86,84.56,180.63,84.56,-3.4,2.73,3.02,-1.76,-1.55
class-00100001,-9.45,0.37,6.59,578.48,398.08,10.26,85.21,72,4.02,7.38,15.85,-1.98,4.76,21.65,75.93,21.65,75.95,166.17,75.95,-4.09,1.61,1.9,-1.84,-2.85
class-00100001,-9.45,0.37,6.59,578.48,398.08,10.26,85.21,72,4.02,7.38,15.85,-1.98,4.76,21.65,75.93,21.65,75.95,166.17,75.95,-4.09,1.61,1.9,-1.84,-2.85
class-00100001,-9.54,0.18,5.91,620.68,420.86,12.39,93.02,77.59,3.77,7.82,14.75,-1.96,6.82,25.89,83.49,25.89,83.51,177.78,83.51,-3.13,1.37,1.66,-1.86,-1.74
class-00100001,-10.44,0.05,4.62,613.08,417.48,13.1,98.71,82.01,3.37,7.61,14.1,-1.83,6.74,27.33,88.73,27.33,88.76,187.36,88.76,-3.5,1.06,1.37,-1.78,-1.7
class-00100001,-9.5,-1.17,11.78,827.44,543.32,15.25,105.32,86.3,0.99,6.55,8.68,-1.55,8.6,31.55,95.4,31.55,95.42,195.61,95.42,-1.46,-0.86,-0.65,-1.81,-1.24
class-00100001,-9.94,-0.19,5.32,622.14,419.11,7.99,76.88,66.35,3.61,6.22,14.86,-2.04,3.08,17.08,67.7,17.08,67.73,154.73,67.73,-3.69,1.17,1.48,-1.94,-3.35
class-00100001,-9.75,0,7.85,612.81,419.86,12.62,93.87,78.16,4.14,8.18,15.3,-2.02,7.04,26.38,84.32,26.38,84.34,178.96,84.35,-3.1,1.7,1.97,-1.86,-1.6
class-00100001,-9.94,1.71,2.9,527.53,362.56,14.34,101.04,83.33,5.29,9.9,17.71,-2.08,8.29,29.79,91.24,29.79,91.26,189.71,91.26,-3.51,2.73,3.03,-1.71,-1.65
class-00100001,-10.04,1.5,7.83,612.81,416.11,16.59,108.01,87.9,5.13,10.65,17.04,-2.08,10.37,34.32,98.23,34.32,98.25,198.77,98.25,-3.09,2.63,2.91,-1.71,-1.09
class-00100001,-10.03,0.06,3.27,572.49,392.5,12.26,96.23,80.38,3.62,7.63,15.3,-1.89,5.92,25.63,86.25,25.64,86.27,184.1,86.27,-3.94,1.22,1.56,-1.8,-2.14
class-00100001,-9.39,0.09,7.79,598.35,411.34,14.51,100.63,82.85,4.01,8.72,14.57,-2,8.64,30.17,90.95,30.17,90.97,188.56,90.97,-2.93,1.62,1.88,-1.84,-1.22
class-00100001,-10.54,-1.21,4.23,626.16,418.06,17.56,113.35,91.89,2.39,8.47,10.97,-1.43,10.62,36.15,103.28,36.15,103.3,207.06,103.3,-2.66,0.38,0.64,-1.57,-0.71
class-00100001,-9.46,-0.59,7.48,635.51,429.75,13.48,95.68,79.13,4.72,9.04,16.52,-2.35,7.98,28.14,86.28,28.15,86.3,180.63,86.3,-2.77,2.12,2.35,-2.07,-1.4
class-00100001,-9.03,0.46,5.21,563.8,388.13,17.64,112.2,90.78,2.7,9.37,13.67,-1.76,10.86,36.34,102.34,36.34,102.36,204.47,102.37,-2.76,0.51,0.76,-1.81,-0.99
class-00100001,-9.12,-0.91,5.21,585.4,398.96,14.46,97.87,80.33,1.26,7.1,10.71,-1.78,8.62,29.94,88.64,29.94,88.66,182.44,88.66,-1.65,-0.79,-0.48,-1.97,-1.83
class-00100001,-10.3,0.34,3.84,587.18,398.54,12.87,96.94,80.58,3.12,7.55,14.53,-1.82,6.6,26.84,87.14,26.84,87.16,184.17,87.16,-3.55,0.78,1.14,-1.79,-1.8
class-00100001,-9.52,0.18,7.63,574.65,395.72,14.98,100.81,82.76,3.69,8.27,11.09,-1.88,9.28,31.08,91.29,31.08,91.31,188.09,91.31,-2.63,1.39,1.55,-1.77,-1.33
class-00100001,-10.16,0.39,7.89,668.34,442.76,10.37,88.46,74.8,4.91,7.69,17.19,-2.05,4.56,21.89,78.74,21.9,78.76,172.55,78.76,-4.17,2.4,2.71,-1.79,-2.07
class-00100001,-11.13,0.28,5.84,630.84,425.73,14.02,101.16,83.6,3.42,8.01,14.19,-1.81,7.7,29.13,91.23,29.13,91.25,190.45,91.25,-3.22,1.14,1.45,-1.73,-1.34
class-00100001,-10.83,0.52,5.55,579.83,398.06,12.06,93.35,78.09,4.73,8.23,16.2,-2.01,6.31,25.26,83.63,25.26,83.65,179.14,83.65,-3.55,2.27,2.54,-1.73,-1.67
class-00100001,-10.73,0.57,4.17,564.78,386.85,11.91,92.83,77.75,4.71,8.2,16.27,-2.01,6.17,24.93,83.11,24.93,83.13,178.46,83.13,-3.57,2.24,2.52,-1.71,-1.75
class-00100001,-10.87,0.46,3.34,551.19,376.32,13.01,96.52,80.26,4.76,8.73,16.52,-1.95,7.1,27.11,86.76,27.11,86.78,183.5,86.78,-3.57,2.28,2.54,-1.7,-1.44
class-00100001,-10.6,0.43,3.02,523.24,365.25,12.69,95.94,79.99,4.48,8.32,15.85,-1.96,6.79,26.5,86.11,26.5,86.13,183.15,86.14,-3.51,2.05,2.3,-1.73,-1.56
class-00100001,-10.6,0.43,3.02,523.24,365.25,12.69,95.94,79.99,4.48,8.32,15.85,-1.96,6.79,26.5,86.11,26.5,86.13,183.15,86.14,-3.51,2.05,2.3,-1.73,-1.56
class-00100001,-9.79,0.12,7.34,627.21,421.71,13.63,98.93,81.91,4.95,9.04,16.66,-2.07,7.64,28.41,89.12,28.41,89.14,186.92,89.15,-3.32,2.45,2.72,-1.77,-1.26
class-00100001,-9.3,-1.31,103.94,956.82,627.54,10.56,85.82,72.07,-1.6,4.08,8.73,-1.64,4.88,22.28,76.71,22.28,76.73,165.86,76.73,0.06,-3.65,-3.1,-1.97,-2.57
class-00100001,-10.43,1.17,11.2,635.42,444.78,18.94,112.84,90.73,5.72,12.41,18.01,-2.22,13.13,39.1,103.35,39.1,103.37,204.15,103.37,-2.29,3.15,3.44,-1.7,-0.91
class-00100001,-9.81,2.18,3.59,562.47,378.53,12.73,94.39,78.58,5.53,9.42,17.9,-2.07,7.11,26.54,84.8,26.55,84.82,179.82,84.83,-3.47,2.97,3.26,-1.66,-1.89
class-00100001,-9.81,2.18,3.59,562.47,378.53,12.73,94.39,78.58,5.53,9.42,17.9,-2.07,7.11,26.54,84.8,26.55,84.82,179.82,84.83,-3.47,2.97,3.26,-1.66,-1.89
class-00100001,-9.7,0.42,9.44,664.86,444.18,11.91,92.88,77.72,4.94,8.34,16.71,-2.1,6.16,24.99,83.19,25,83.21,178.38,83.21,-3.56,2.43,2.72,-1.79,-1.7
class-00100001,-11.05,0.39,11.29,610.12,429.94,14.46,100.2,82.58,5.34,9.84,17.28,-2.12,8.81,30.13,90.52,30.13,90.55,188.17,90.55,-2.95,2.84,3.11,-1.72,-1.07
class-00100001,-10.76,0.32,10.09,717.74,468.2,11.13,91.24,76.71,3.12,6.68,14.12,-1.8,5.09,23.36,81.48,23.36,81.5,176.3,81.5,-3.58,0.84,1.19,-1.75,-2.03
class-00100001,-9.01,0.48,1.89,524,361.29,13.76,96.76,79.98,1.24,6.85,11.62,-1.86,7.9,28.52,87.31,28.52,87.33,182.26,87.33,-1.82,-0.92,-0.64,-2.04,-1.73
class-00100001,-8.71,0.15,6.73,638.66,430.47,15.3,100.41,82.11,2.82,8.11,11.7,-2.1,9.63,31.71,91.13,31.71,91.15,186.31,91.15,-2.21,0.55,0.77,-2.08,-1.34
class-00100001,-8.25,-1.02,9.73,659.54,445.03,20.29,118.62,94.52,3.54,11.01,14.42,-1.98,13.48,41.72,109.1,41.72,109.12,211.39,109.12,-2.45,1.23,1.48,-1.92,-0.72
class-00100001,-8.14,0.15,7.13,638.07,431.54,14.16,96.94,79.83,3.28,8.15,13.3,-2.16,8.66,29.46,87.64,29.46,87.66,181.81,87.67,-2.41,0.9,1.15,-2.08,-1.46
class-00100001,-10.35,-0.9,4.17,549.54,373.88,14.04,99.28,81.84,1.04,6.76,10.8,-1.73,7.8,29.06,89.66,29.06,89.68,186.09,89.68,-1.73,-1.1,-0.62,-1.88,-2.03
class-00100001,-10.01,-1.07,58.4,766.72,516.76,17.71,112.73,91.06,2.36,7.43,6.15,-1.59,10.91,36.55,102.87,36.55,102.89,205.01,102.9,-2.47,0.59,0.55,-1.67,-0.88
class-00100001,-9.25,-0.14,3.71,527.42,369.52,9.92,81.27,69.07,3.64,7.3,14.7,-1.94,5.25,20.95,72.25,20.95,72.27,160,72.28,-3.34,1.31,1.47,-1.87,-3.15
class-00100001,-10.6,0.69,4.48,577.8,397.09,12.2,92.79,77.51,5.46,9.04,17.88,-2.11,6.65,25.57,83.21,25.57,83.23,177.79,83.23,-3.42,2.88,3.18,-1.72,-1.63
class-00100001,-8.53,0.18,8.36,627.61,426.43,17.74,109.71,88.59,3.43,9.86,13.98,-1.9,11.49,36.6,100.22,36.6,100.24,199.6,100.24,-2.58,1.13,1.41,-1.87,-0.83
class-00100001,-8.53,0.18,8.36,627.61,426.43,17.74,109.71,88.59,3.43,9.86,13.98,-1.9,11.49,36.6,100.22,36.6,100.24,199.6,100.24,-2.58,1.13,1.41,-1.87,-0.83
class-00100001,-9.91,-0.67,9.79,673.12,447.42,7.23,75.7,65.63,2.24,4.92,12.95,-1.68,2.01,15.57,66.44,15.57,66.46,153.3,66.46,-3.76,0,0.37,-1.77,-3.32
class-00100001,-9.6,-0.21,7.85,589.61,405.36,13.65,97.27,80.47,3.58,8.23,14.45,-1.89,7.88,28.42,87.7,28.42,87.72,183.59,87.72,-3.03,1.22,1.51,-1.83,-1.41
class-00100001,-10.47,0.45,8.82,625.79,429.03,12.14,93.42,78.08,5.06,8.55,16.84,-2.11,6.47,25.46,83.73,25.46,83.75,179.16,83.75,-3.44,2.55,2.83,-1.76,-1.63
class-00100001,-10.36,0.45,12.99,645.23,450.68,12.89,95.11,79.12,5.32,9.1,17.05,-2.18,7.4,27.02,85.48,27.02,85.51,181.22,85.51,-3.06,2.79,3.07,-1.77,-1.47
class-00100001,-10.87,0.67,4,558.28,390.46,13.37,96.47,80.04,5.29,9.44,17.47,-2.1,7.78,27.91,86.85,27.91,86.87,182.98,86.87,-3.27,2.75,3.03,-1.73,-1.44
class-00100001,-9.16,-0.54,13.19,627.99,425.24,16.69,105.78,85.73,2.61,8.74,11.78,-1.59,10.5,34.48,96.44,34.48,96.46,193.53,96.46,-2.73,0.53,0.82,-1.71,-1.46
class-00100001,-10.06,1.59,21.17,679.68,469.52,8.02,78.31,67.45,4.51,6.75,16.59,-2.13,2.82,17.28,69,17.28,69.02,157.35,69.03,-4.49,2.02,2.37,-1.87,-3.21
class-00100001,-9.4,2.27,4.71,571.02,391.29,22.45,122.52,97.16,6.33,14.45,18.9,-2.21,16.77,46.08,113.07,46.08,113.09,216.93,113.09,-1.42,3.69,3.98,-1.55,-0.13
class-00100001,-10.22,0.42,3.01,530.49,365.92,11.63,93.25,78.19,2.31,6.67,13.61,-1.7,5.43,24.31,83.41,24.31,83.43,179.39,83.43,-3.51,0,0.41,-1.77,-2.51
class-00100001,-9.4,2.27,4.71,571.02,391.29,22.45,122.52,97.16,6.33,14.45,18.9,-2.21,16.77,46.08,113.07,46.08,113.09,216.93,113.09,-1.42,3.69,3.98,-1.55,-0.13
class-00100001,-10.22,0.42,3.01,530.49,365.92,11.63,93.25,78.19,2.31,6.67,13.61,-1.7,5.43,24.31,83.41,24.31,83.43,179.39,83.43,-3.51,0,0.41,-1.77,-2.51
class-00100001,-11,0.3,10.45,633.95,434.25,13.25,98.57,81.82,0.3,6.03,10.49,-1.32,6.93,27.57,88.67,27.57,88.69,186.8,88.69,-1.75,-1.7,-1.11,-1.6,-1.95
class-00100001,-9.29,-0.37,8.68,695.49,462.02,15.86,104.86,85.53,1.77,7.79,11.59,-1.74,9.58,32.79,95.26,32.79,95.28,193.56,95.28,-2.02,-0.37,0.06,-1.89,-1.15
class-00100001,-9.63,0.14,4.82,568.1,385.39,14.37,99.05,81.59,4.54,9.38,16.23,-2.04,8.7,29.85,89.53,29.85,89.55,185.71,89.55,-3.01,2.03,2.3,-1.83,-1.41
class-00100001,-10.9,0.97,1.7,518.72,349.17,11.68,91.86,76.98,4.61,8.05,16.78,-2.33,5.83,24.41,82.21,24.41,82.23,176.67,82.23,-3.66,2,2.2,-2.1,-1.86
class-00100001,-10.94,0.94,1.78,517.47,349.26,12.09,93.15,77.84,4.62,8.23,16.72,-2.31,6.23,25.25,83.5,25.25,83.52,178.39,83.52,-3.51,2,2.2,-2.08,-1.74
class-00100001,-10.9,0.97,1.7,518.72,349.17,11.68,91.86,76.98,4.61,8.05,16.78,-2.33,5.83,24.41,82.21,24.41,82.23,176.67,82.23,-3.66,2,2.2,-2.1,-1.86
class-00100001,-10.94,0.94,1.78,517.47,349.26,12.09,93.15,77.84,4.62,8.23,16.72,-2.31,6.23,25.25,83.5,25.25,83.52,178.39,83.52,-3.51,2,2.2,-2.08,-1.74
class-00100001,-9.38,0.19,4.09,581.6,395.64,16.42,108.73,88.54,3.26,9.14,14.44,-1.89,9.73,33.89,98.83,33.89,98.85,200.05,98.86,-2.97,0.96,1.19,-1.86,-1.11
class-00100001,-11.41,0.41,11.35,602.95,418.3,12.31,95.55,79.79,2.62,7.05,13.81,-1.73,6.12,25.74,85.67,25.74,85.69,182.79,85.69,-3.47,0.36,0.73,-1.77,-1.92
class-00100001,-9.06,-0.43,34.74,690.05,478.01,11.32,88.64,74.46,3.16,6.75,11.67,-2.03,6.1,23.85,79.26,23.85,79.28,171.4,79.29,-2.99,1.37,1.47,-1.76,-2.2
class-00100001,-10.1,0.36,19.55,658.94,456.37,14.32,100.47,82.79,4,8.74,14.99,-1.98,8.33,29.84,90.76,29.85,90.78,188.6,90.78,-3.34,1.65,1.94,-1.79,-1.45
class-00100001,-8.96,0.28,16.26,679.73,459.31,13.94,98.58,81.27,4.73,9.42,16.86,-2.12,8.05,29.08,89.02,29.08,89.04,185.18,89.04,-3.49,2.26,2.55,-1.83,-2.35
class-00100001,-10.39,0.33,3.31,555.62,380.81,12.42,95.75,79.95,4.86,8.45,16.86,-2,6.37,25.95,85.86,25.95,85.88,183.12,85.88,-3.74,2.36,2.65,-1.74,-1.54
class-00100001,-9.55,0.17,6.4,594.75,408.69,13.98,96.95,80.01,4.81,9.49,16.79,-2.08,8.56,29.14,87.55,29.14,87.57,182.47,87.57,-2.96,2.28,2.55,-1.81,-1.31
class-00100001,-8.53,2.09,5.81,584.28,405.12,15.27,101.18,82.92,5.89,10.9,18.43,-2.18,9.83,31.72,91.72,31.72,91.74,188.42,91.74,-2.63,3.29,3.59,-1.65,-1.25
class-00100001,-5.95,0.47,308.35,1007.12,652.49,-0.87,40.16,40.31,-2.03,-0.34,6.76,-1.42,-3.16,-0.56,32.14,-0.56,32.16,101.08,32.16,0.67,-3.78,-2.99,-1.6,-6.06
class-00100001,-8.79,-0.29,12.2,662.62,447.55,14.73,98.32,80.61,1.71,7.24,10.55,-1.75,9.02,30.56,89.12,30.56,89.14,183.15,89.14,-1.93,-0.33,0.08,-1.91,-1.58
class-00100001,-10.02,0.11,3.18,569.46,386.42,7.4,75.92,65.98,-0.2,3.76,10.84,-1.74,2.4,15.84,66.59,15.84,66.61,154.23,66.61,-1.64,-2.45,-1.95,-1.91,-3.35
class-00100001,-9.12,1.19,10.93,640.17,447.76,15.58,100.91,82.47,5.67,11.16,17.96,-2.22,10.39,32.4,91.62,32.4,91.64,187.29,91.64,-2.55,3.12,3.4,-1.73,-2.05
class-00100001,-9.92,0.14,4.42,612.59,414.26,6.47,73.62,64.47,2.33,4.6,13.58,-2.03,1.4,14.05,64.25,14.06,64.27,151.36,64.27,-3.62,-0.12,0.22,-2.02,-3.37
class-00100001,-8.95,-0.77,8.24,628.74,426.5,16.77,102.88,83.34,3.1,9.43,13.16,-1.96,11.29,34.63,93.88,34.64,93.9,188.24,93.9,-2.18,0.88,1,-1.96,-1.14
class-00100001,-10.96,0.52,3.48,547.1,382.97,12.2,93.85,78.46,5.28,8.82,17.64,-2.09,6.49,25.57,84.11,25.57,84.13,180,84.13,-3.53,2.73,3.02,-1.74,-1.6
class-00100001,-9.2,0.8,5.93,633.93,423.02,6.45,75.27,65.81,2.32,4.51,13.77,-1.89,0.89,13.97,65.72,13.97,65.74,154.22,65.74,-4.24,-0.04,0.38,-1.89,-3.78
class-00100001,-10.97,0.32,1.83,584.09,384.97,11.89,94.83,79.48,1.48,6.16,12.82,-1.56,5.51,24.74,84.85,24.74,84.87,182.11,84.87,-2.9,-0.79,-0.37,-1.72,-2.01
class-00100001,-10.01,0.5,4.52,594.35,405.87,12.65,94.6,78.82,5.26,9.01,17.4,-2.1,7.02,26.47,84.96,26.47,84.98,180.53,84.98,-3.34,2.72,3.01,-1.75,-1.53
class-00100001,-10.35,0.36,3.19,554.84,379.92,12.26,95.21,79.57,4.81,8.34,16.81,-2,6.22,25.63,85.33,25.63,85.35,182.36,85.35,-3.77,2.32,2.61,-1.74,-1.58
class-00100001,-10.4,0.32,3.76,562.53,386.08,12.58,96.09,80.15,4.86,8.52,16.83,-2,6.55,26.26,86.22,26.26,86.24,183.49,86.24,-3.69,2.37,2.66,-1.73,-1.5
class-00100001,-8.56,-0.18,14.42,662,449.85,7.6,72.32,62.72,3.55,6.39,14.54,-2,3.55,16.38,63.56,16.38,63.58,146.95,63.58,-3.31,1.2,1.52,-1.91,-3.74
class-00100001,-8.66,0.56,2.89,607.7,407.97,-1.57,49.99,48.88,3.02,1.41,15.09,-1.94,-6.62,-2.05,40.53,-2.05,40.55,120.34,40.55,-6.62,0.57,0.91,-1.95,-5.35
class-00100001,-10.06,1.81,5.69,609.54,410.57,14.64,101.17,83.22,5.12,10.01,17.2,-2.07,8.71,30.4,91.49,30.4,91.51,189.26,91.51,-3.41,2.61,2.9,-1.69,-1.88
class-00100001,-10.27,0.36,1.47,503.05,338.54,10.66,90.56,76.55,4.11,7.17,16.06,-1.87,4.52,22.33,80.65,22.33,80.67,176.24,80.67,-4.29,1.64,1.93,-1.75,-2.07
class-00100001,-9.09,2.72,1.57,477.6,326.21,16.63,106.47,86.71,5.71,11.26,18.26,-1.93,10.79,34.3,96.84,34.3,96.86,196.06,96.86,-2.85,3.28,3.5,-1.5,-0.82
class-00100001,-10.28,1.45,2.85,546.83,378.63,8.61,80.28,69.03,4.64,7.14,16.55,-2.02,3.48,18.33,70.86,18.33,70.88,160.65,70.88,-4.21,2.15,2.45,-1.75,-3.09
class-00100001,-10.15,0.35,11.03,678.3,454.52,12.82,95.18,79.13,0.54,6.21,11.38,-1.53,6.78,26.7,85.58,26.7,85.6,180.89,85.6,-1.95,-1.58,-0.97,-1.77,-2.14
class-00100001,-9.74,2.33,1.79,492.25,338.77,15.38,103.17,84.6,5.89,10.87,18.52,-2.09,9.59,31.86,93.47,31.86,93.5,192.05,93.5,-2.89,3.28,3.56,-1.61,-1.29
class-00100001,-8.91,-0.01,6.94,614.54,413.72,21.72,122.01,96.67,4.58,12.37,15.84,-2.02,15.03,44.54,112.57,44.54,112.59,215.55,112.59,-2.31,2.14,2.36,-1.79,-0.05
class-00100001,-10.85,0.58,3.13,541.15,370.18,11.79,92.58,77.61,4.55,8.03,16.11,-1.97,6,24.67,82.85,24.68,82.87,178.16,82.87,-3.65,2.09,2.36,-1.72,-1.79
class-00100001,-9.96,-1.06,2.11,560.44,374.85,16.09,109.62,89.64,2.02,8.04,12.65,-1.47,9.14,33.16,99.41,33.16,99.43,202.79,99.43,-2.65,-0.14,0.23,-1.63,-0.99
class-00100001,-9.38,-1.42,7.8,646.93,430.04,15.64,99.65,81.07,3.74,9.51,14.8,-1.85,9.96,32.41,90.72,32.41,90.74,183.6,90.74,-2.89,1.39,1.63,-1.78,-1.88
class-00100001,-10.25,1.45,2.11,505.05,344.99,15.38,105.43,86.47,4.28,9.47,16.12,-1.89,8.91,31.8,95.48,31.8,95.5,196.11,95.5,-3.53,1.85,2.13,-1.71,-1.32
class-00100001,-11.18,-0.47,3.4,573.52,394.7,17.3,112.11,91.05,4.05,10.02,15.73,-1.82,10.64,35.72,102.06,35.72,102.08,205.54,102.08,-3.05,1.68,1.93,-1.72,-0.57
class-00100001,-10.16,0.43,9.89,668.23,446.19,12.15,93.32,77.92,5.16,8.64,17.21,-2.1,6.42,25.48,83.68,25.48,83.7,178.69,83.7,-3.56,2.65,2.94,-1.75,-1.61
class-00100001,-10.37,-1.04,2.51,534.29,362.87,15.23,102.91,84.33,3.8,9,14.69,-1.93,9.1,31.49,93.26,31.5,93.28,191.25,93.28,-2.9,1.34,1.6,-1.82,-1.22
class-00100001,-9.79,-0.06,1.84,480.33,325.81,18.36,113.34,91.5,3.55,10.1,14.26,-1.78,11.89,37.7,103.55,37.7,103.57,205.75,103.57,-2.33,1.17,1.43,-1.77,-0.39
class-00100001,-10.32,-0.04,4.45,573.86,394.89,10.71,88.34,74.65,1.68,5.32,9.91,-1.49,4.98,22.42,78.73,22.42,78.75,172,78.75,-2.36,-0.35,0.05,-1.52,-2.74
class-00100001,-10.01,-0.25,2.98,567.03,380.02,14.9,104.32,85.71,1.78,7.55,12.73,-1.8,8.27,30.82,94.36,30.82,94.38,194.52,94.38,-2.57,-0.49,-0.11,-1.86,-1.53
class-00100001,-9.79,-0.06,1.84,480.87,326.16,18.48,113.76,91.79,3.55,10.15,14.26,-1.78,11.99,37.94,103.96,37.94,103.98,206.34,103.98,-2.31,1.16,1.43,-1.77,-0.38
