class,ip,ea,vis,bp,fp,li,lio2,o2m,o2
class-00075001,-9.72,-0.92,5.28,622.38,418.68,8.27,5.9,13.72,-2.01
class-00075001,-9.6,-0.89,6.79,609.43,415.25,13.02,8.44,14.53,-2.16
class-00075001,-9.62,-0.9,4.31,578.15,392.87,12.91,8.12,13.97,-2.08
class-00075001,-9.11,-0.53,3.26,618.77,409.35,5.52,4.16,14.08,-1.85
class-00075001,-10.7,0.01,4.35,587.93,402.71,11.25,7.09,15.14,-1.87
class-00075001,-11.15,0.05,19.27,666.37,457.67,14.09,7.3,11.31,-1.72
class-00075001,-9.35,-1.39,11.1,630.54,425.37,18.17,8.44,8.04,-1.52
class-00075001,-10.21,-1.74,10.91,705.72,467.07,14.76,7.5,11.96,-1.51
class-00075001,-9.62,-0.88,10.72,679.27,456.71,7.97,6.37,14.92,-2.14
class-00075001,-9.72,-0.92,5.28,622.38,418.68,8.27,5.9,13.72,-2.01
class-00075001,-9.6,-0.89,6.79,609.43,415.25,13.02,8.44,14.53,-2.16
class-00075001,-9.62,-0.9,4.31,578.15,392.87,12.91,8.12,13.97,-2.08
class-00075001,-9.11,-0.53,3.26,618.77,409.35,5.52,4.16,14.08,-1.85
class-00075001,-10.7,0.01,4.35,587.93,402.71,11.25,7.09,15.14,-1.87
class-00075001,-9.54,-0.2,5.18,562.51,385.55,13.5,7.79,13.74,-1.77
class-00075001,-9.1,-1.77,39.21,834.03,555.15,16.27,6.25,7.22,-1.04
class-00075001,-9.44,0.18,2.77,530.89,360.74,11.96,8.7,16,-2.1
class-00075001,-10.33,1.66,11.21,635.57,437.3,17.09,11.03,17.3,-2.13
class-00075001,-9.25,-0.45,4.91,645.22,426.75,9.04,5.11,10.75,-1.77
class-00075001,-10.52,-0.25,9.69,638.09,426.39,14.1,7.61,12.78,-1.68
class-00075001,-10.03,-0.26,5.26,636.64,424.83,11.23,5.53,11.02,-1.64
class-00075001,-9.72,0,5.83,611.51,416.35,13.29,8.77,15.98,-2.03
class-00075001,-10.43,0.44,18.47,661.81,447.49,5.23,3.97,13.33,-1.9
class-00075001,-10.5,0.41,25.65,657.35,455.76,11.06,6.88,14.14,-1.86
class-00075001,-10.34,1.66,4.49,575.71,394.09,16.61,10.57,16.93,-2.04
class-00075001,-9.99,-1.66,4.13,590.69,393.58,13.35,7.34,12.65,-2.08
class-00075001,-10.5,0.41,25.65,657.35,455.76,11.06,6.88,14.14,-1.86
class-00075001,-10.34,1.66,4.49,575.71,394.09,16.61,10.57,16.93,-2.04
class-00075001,-9.99,-1.66,4.13,590.69,393.58,13.35,7.34,12.65,-2.08
class-00075001,-10.23,-0.96,11.32,660.84,443.99,14.3,7.27,12.15,-1.54
class-00075001,-11.15,0.5,2.26,503.79,352.16,12.27,8.57,17.03,-2.01
class-00075001,-11.15,0.5,2.26,503.79,352.16,12.27,8.57,17.03,-2.01
class-00075001,-8.9,0.38,2.31,449.98,322.69,13.2,8.35,16.44,-2.1
class-00075001,-9.55,0.18,5.57,586.63,401.14,13.13,8.52,15.09,-1.96
class-00075001,-9.3,-1.01,8.31,605.71,413.17,15.34,8.11,12.54,-1.59
class-00075001,-9.17,-0.13,4.25,561.88,383.43,21.91,11.61,14.48,-2
class-00075001,-9.97,1.48,1.9,488.62,334.32,16.84,10.59,16.93,-1.97
class-00075001,-10.38,-2.05,10.61,656.32,435.44,16.89,7.79,9.13,-1.44
class-00075001,-9.47,-0.63,86.21,1037.4,658.43,11.97,4.54,7.23,-1.47
class-00075001,-8.63,0.15,5.81,610.77,410.8,16.71,9.01,13.4,-1.84
class-00075001,-10.68,-1.65,10.24,718.02,471.87,17.83,7.52,8.11,-0.98
class-00075001,-9.06,0.54,5.04,584.15,409.92,18.81,11.5,17.33,-2.19
class-00075001,-11.15,0.5,2.26,503.79,352.16,12.27,8.57,17.03,-2.01
class-00075001,-8.9,0.38,2.31,449.98,322.69,13.2,8.35,16.44,-2.1
class-00075001,-9.55,0.18,5.57,586.63,401.14,13.13,8.52,15.09,-1.96
class-00075001,-9.3,-1.01,8.31,605.71,413.17,15.34,8.11,12.54,-1.59
class-00075001,-9.17,-0.13,4.25,561.88,383.43,21.91,11.61,14.48,-2
class-00075001,-9.97,1.48,1.9,488.62,334.32,16.84,10.59,16.93,-1.97
class-00075001,-10.38,-2.05,10.61,656.32,435.44,16.89,7.79,9.13,-1.44
class-00075001,-9.47,-0.63,86.21,1037.4,658.43,11.97,4.54,7.23,-1.47
class-00075001,-8.63,0.15,5.81,610.77,410.8,16.71,9.01,13.4,-1.84
class-00075001,-10.68,-1.65,10.24,718.02,471.87,17.83,7.52,8.11,-0.98
class-00075001,-9.06,0.54,5.04,584.15,409.92,18.81,11.5,17.33,-2.19
class-00075001,-10.42,0.45,3.44,554.93,386.65,11.77,8.13,16.25,-2.04
class-00075001,-10.68,-0.2,0.92,432.89,292.95,13.85,6.84,10.53,-1.6
class-00075001,-9.04,-1.65,4.45,622.55,417.73,18.38,9.18,12.15,-1.47
class-00075001,-9.04,-1.65,4.45,622.55,417.73,18.38,9.18,12.15,-1.47
class-00075001,-9.59,-0.09,4.42,581.65,395.34,15.06,8.98,14.67,-1.9
class-00075001,-9.39,0.29,20.03,671.25,463.49,8.44,6.83,15.65,-2.08
class-00075001,-9.39,0.29,20.03,671.25,463.49,8.44,6.83,15.65,-2.08
class-00075001,-9.46,0.01,2.32,517.61,353.62,14.33,8.79,15.21,-1.92
class-00075001,-10.64,0.53,2.34,521.12,363.85,11.4,8.4,17.77,-2.09
class-00075001,-10.34,-1.11,0.76,368.4,256.9,19.22,7.59,5.43,-1.2
class-00075001,-10.42,-1.37,4.97,569.74,384.65,15.72,8.14,12.31,-1.52
class-00075001,-9.58,-0.79,8.66,641.2,434.93,13.89,8.65,14.82,-1.92
class-00075001,-9.78,0.31,6.05,587.42,403.76,8.08,4.95,13.34,-1.78
class-00075001,-9.56,-0.36,2.69,549.12,373.22,14.75,8.81,14.87,-1.9
class-00075001,-11.42,-0.57,5.59,664.3,435.2,17.44,8.18,10.81,-1.32
class-00075001,-10.36,0.19,4.41,595.43,399.65,11.7,6.27,12.93,-1.93
class-00075001,-10.36,0.19,4.41,595.43,399.65,11.7,6.27,12.93,-1.93
class-00075001,-9.02,-0.15,6.68,599,407.69,24.41,13.52,16.03,-2.09
class-00075001,-10.79,0.54,8.08,648.31,433.82,3.98,2.45,10.72,-1.63
class-00075001,-10.24,-1.93,4.1,699.8,455.57,16.14,7.91,11.42,-1.6
class-00075001,-11.81,-1.37,1.85,483.55,328.93,22.81,10.66,11.24,-0.77
class-00075001,-10.25,-1.73,4.74,605.89,405.19,15.58,7.48,11.51,-1.39
class-00075001,-9.49,0.06,2.36,501.08,339.05,16.55,9.61,14.76,-1.86
class-00075001,-10.43,-2.12,10.6,662.3,442.02,17.88,8.26,10.5,-1.07
class-00075001,-8.99,1.65,5.62,584.89,400.54,10.63,8.08,16.67,-2.05
class-00075001,-10.36,0.19,4.41,595.43,399.65,11.7,6.27,12.93,-1.93
class-00075001,-9.02,-0.15,6.68,599,407.69,24.41,13.52,16.03,-2.09
class-00075001,-10.79,0.54,8.08,648.31,433.82,3.98,2.45,10.72,-1.63
class-00075001,-10.24,-1.93,4.1,699.8,455.57,16.14,7.91,11.42,-1.6
class-00075001,-11.81,-1.37,1.85,483.55,328.93,22.81,10.66,11.24,-0.77
class-00075001,-10.25,-1.73,4.74,605.89,405.19,15.58,7.48,11.51,-1.39
class-00075001,-9.49,0.06,2.36,501.08,339.05,16.55,9.61,14.76,-1.86
class-00075001,-10.43,-2.12,10.6,662.3,442.02,17.88,8.26,10.5,-1.07
class-00075001,-8.99,1.65,5.62,584.89,400.54,10.63,8.08,16.67,-2.05
class-00075001,-8.04,0.32,2.92,541.15,373.88,25.59,14.3,17.36,-2.18
class-00075001,-9.28,-0.04,8.16,598.53,411.3,17.53,10.42,15.34,-1.99
class-00075001,-9.17,-0.84,12.27,631.4,428.56,14.01,8,13.35,-1.8
class-00075001,-11.3,0.42,9.52,599.67,415.72,11.94,7.18,14.32,-1.83
class-00075001,-9.57,-0.75,8.4,642.86,435.22,13.52,8.42,14.75,-1.9
class-00075001,-10.95,-0.31,3.68,636.53,430.02,11.46,7.67,16.45,-1.96
class-00075001,-11.29,0.47,7.17,586.92,406.68,10.95,6.49,14.19,-1.86
class-00075001,-10.94,0.04,6.68,615.8,421.14,14.03,7.18,11.62,-1.62
class-00075001,-11.33,0.2,9.66,641.97,435.79,9.5,5.75,12.34,-1.7
class-00075001,-11.07,0.13,11.55,634.15,428.26,14.94,7.12,8.28,-1.87
class-00075001,-10.69,-1.62,31.99,835.22,544.22,14.04,5.26,5.79,-0.82
class-00075001,-9.22,-0.03,3.81,553.61,378.4,17.25,9.56,13.9,-1.81
class-00075001,-10.78,0.4,6.92,594.76,409.87,14.07,9.53,17.08,-2.04
class-00075001,-10.25,-1.5,6.56,617.57,415.41,16.05,9.23,14.58,-1.83
class-00075001,-8.99,-0.2,9.29,607.32,417.23,22.17,12.67,16.19,-2.08
class-00075001,-8.75,-0.31,19.66,681.38,461.55,15.27,6.63,7.98,-1.28
class-00075001,-8.95,-0.08,7.87,601.83,410.78,23.89,12.96,15.12,-2.08
class-00075001,-10.11,1.92,7.84,587.13,415.55,15.69,10.93,18.13,-2.19
class-00075001,-9.63,-0.41,5.1,606.82,409.04,14.33,8.9,15.47,-1.96
class-00075001,-9.36,-0.26,5.06,612.22,411.04,13.8,8.33,15.04,-1.92
class-00075001,-9.58,-0.8,5.33,625.63,419.44,13.2,8.32,15.27,-1.95
class-00075001,-9.87,-0.8,5.08,613.89,412.88,13.06,8.44,15.69,-1.97
class-00075001,-8.88,-0.03,2.88,527.07,360.94,22.62,11.72,14.05,-1.82
class-00075001,-10.04,-1.05,6.04,617.11,415.68,11.21,6.14,12.3,-1.57
class-00075001,-9.82,-1.16,5.14,576.17,392.53,14.95,8.44,14.07,-1.75
class-00075001,-8.88,-0.03,2.88,527.07,360.94,22.62,11.72,14.05,-1.82
class-00075001,-10.04,-1.05,6.04,617.11,415.68,11.21,6.14,12.3,-1.57
class-00075001,-9.82,-1.16,5.14,576.17,392.53,14.95,8.44,14.07,-1.75
class-00075001,-9.77,-0.02,4.27,577,392.09,12.44,7.71,14.64,-1.88
class-00075001,-9.34,-1.06,3.69,563.09,379.57,11.23,6.13,12.13,-1.67
class-00075001,-9.79,-1.91,10.7,812,517.77,12.54,6.8,11.89,-1.61
class-00075001,-9.79,-1.91,10.7,812,517.77,12.54,6.8,11.89,-1.61
class-00075001,-10.64,-0.1,4.58,493.75,351.71,14.91,7.07,11.51,-1.45
class-00075001,-9.63,-1.48,6.15,600.2,403.89,13.45,7.1,11.05,-1.98
class-00075001,-9.51,-1.3,18.75,968.65,615.7,9.93,3.34,7.94,-1.42
class-00075001,-10.18,-2.06,6.85,635.22,423.98,15.32,7.06,10.17,-1.29
class-00075001,-9.78,-0.11,4.62,558.99,377.25,17.71,9.31,12.84,-1.64
class-00075001,-10.16,-0.44,6.68,598.34,405.29,12.2,6.2,10.96,-1.57
class-00075001,-10.15,-0.44,8.16,619.99,419.11,11.88,6.43,11.87,-1.72
class-00075001,-9.05,-0.2,6.02,582,398.48,9.05,6.99,15.57,-2.17
class-00075001,-9.26,-0.33,5.59,610.84,412.29,9.09,6.49,14.27,-2
class-00075001,-10.58,-1.79,9.04,695.08,460.43,17.36,7.17,7.84,-1.53
class-00075001,-10.37,0.28,2.47,543.79,363.35,12.51,8.05,16.19,-1.87
class-00075001,-9.18,0.66,3.13,538.83,368.47,14.92,7.17,10.39,-1.83
class-00075001,-9.52,0,5.45,589.78,401.66,13.7,8.17,14.31,-1.85
class-00075001,-12.4,-1.66,53.42,757,491.3,14.16,5.19,2.33,0.08
class-00075001,-9.54,0,6.13,594.89,405.55,13.61,8.09,14.14,-1.85
class-00075001,-9.38,-0.91,3.74,564.98,384.37,17.02,9.82,13.36,-1.9
class-00075001,-9.72,-1.24,6.23,566,388.59,18.04,8.99,11.57,-1.61
class-00075001,-9.41,-0.25,11.03,681.79,447.49,10.75,7.07,14.42,-2.14
class-00075001,-9.41,-0.25,11.03,681.79,447.49,10.75,7.07,14.42,-2.14
class-00075001,-8.93,-1.03,4.97,596.81,406.42,14.6,7.52,11.41,-1.59
class-00075001,-10.09,-0.71,11.46,632.01,430.29,7.38,4.76,12.66,-1.64
class-00075001,-9.29,0.41,2.15,506.28,349.05,10.29,6.92,15.16,-1.86
class-00075001,-9.32,0.08,14.46,735.72,480.8,11.66,6.96,13.42,-1.87
class-00075001,-9.18,-0.67,6.39,628.84,423.49,17.51,9.88,13.47,-1.96
class-00075001,-11.12,1.01,1.34,489.39,328.75,11.98,7.84,15.95,-2.27
class-00075001,-9.61,0.02,1042.2,908.57,627.35,12.78,1.48,-0.45,-1.27
class-00075001,-9.5,0.85,7.4,621.81,418.83,2.2,2.47,12.98,-1.9
class-00075001,-9.85,-0.7,1.57,496.57,337.77,14.43,8.84,15.24,-2.19
class-00075001,-10.93,-1.4,2.98,509.68,348.23,18.33,9.36,10.84,-2.23
class-00075001,-11.73,-1.26,2.56,512.52,349.55,22.68,10.84,12.05,-0.96
class-00075001,-8.96,-0.39,29.82,644.8,442.3,13.61,7.01,12.36,-1.71
class-00075001,-10.18,0.34,1.01,464.47,312.55,11.78,7.74,16.49,-1.84
class-00075001,-10.18,0.34,1.01,464.47,312.55,11.78,7.74,16.49,-1.84
class-00075001,-9.26,2.66,0.61,382.43,260.52,17.23,10.85,17.34,-1.73
class-00075001,-10.05,-0.84,3.65,552.97,371.47,16.26,9.38,15.27,-1.76
class-00075001,-10.49,-1,2.14,546.42,369.06,9.92,5.1,11.1,-1.82
class-00075001,-10.78,0,1.93,492.02,339.24,14,7.3,13.05,-1.56
class-00075001,-9.89,-0.28,6.42,633.2,422.82,10.29,7.22,14.58,-2.07
class-00075001,-9.5,0.97,4.73,589.76,394.28,12.02,8.13,16.06,-2.31
class-00075001,-9.01,0.98,4.91,580.56,394.75,7.8,5.76,14.43,-2.16
class-00075001,-9.05,1,7.19,641.55,429.83,12.38,7,13.65,-2.04
class-00075001,-9.5,0.97,4.73,589.76,394.28,12.02,8.13,16.06,-2.31
class-00075001,-9.01,0.98,4.91,580.56,394.75,7.8,5.76,14.43,-2.16
class-00075001,-9.05,1,7.19,641.55,429.83,12.38,7,13.65,-2.04
class-00075001,-10.07,-0.86,3.07,564.48,379.63,13.51,8.28,14.86,-1.85
class-00075001,-10.18,1.89,5.65,557.34,395.5,16.09,10.94,17.95,-2.16
class-00075001,-11.82,-0.06,16.77,781.85,512.01,15.72,5.85,7.68,-0.87
class-00075001,-9.2,-0.82,6.67,604.48,411.04,9.27,6.57,14.43,-1.93
class-00075001,-9.44,1.78,9.17,615.46,416.89,12.91,7.99,15.06,-1.91
class-00075001,-9.36,2.07,4.1,552.86,376.96,12.78,8.88,16.73,-2.04
class-00075001,-10.67,0.11,1.84,497.61,343.39,13.71,4.97,7.43,-1.26
class-00075001,-10.35,1.37,2.75,506.26,348.81,17.14,9.88,15.1,-1.86
class-00075001,-9.18,-0.89,7.48,700.31,459.41,8.96,5.57,13.11,-1.81
class-00075001,-9.1,-0.89,8.44,675.31,447.05,18.24,10.56,14.23,-2.07
class-00075001,-10.32,-1.61,5.74,667.88,448.98,17.82,10.05,15.15,-2.03
class-00075001,-9.62,-1.78,3.47,577.95,388.59,21.33,10.71,12.2,-1.39
class-00075001,-9.21,-0.58,10.18,623.59,425.94,14.63,7.89,11.2,-1.78
class-00075001,-9.05,-1.08,5.42,661.32,435.2,8.78,5.7,13.6,-1.81
class-00075001,-9.76,0.34,3.73,527.07,362.87,10.91,6.97,14.38,-1.83
class-00075001,-9.73,-1.93,9.16,658.75,437.88,18.19,8.86,11.55,-1.32
class-00075001,-9.5,-0.51,3.42,616.32,408.96,13.4,6.44,10.74,-1.46
class-00075001,-10.57,1.76,2.75,504.22,341.24,14.41,6.47,11.08,-1.37
class-00075001,-11.23,-1.17,38.09,760.12,499.45,18.26,6.04,0.88,-0.11
class-00075001,-9.85,-1.23,8.42,677.86,450.56,11.25,6.64,12.59,-2
class-00075001,-11.3,-0.52,4.16,526.26,363.26,12.97,4.03,1.73,-0.71
class-00075001,-9.97,-0.78,4.67,583.12,397.71,13.94,8.86,15.63,-1.95
class-00075001,-10.29,-1.1,1.34,419.2,293.85,19.76,8.92,7.38,-1.72
class-00075001,-10.94,-2.19,10.11,703.02,465.23,16.9,7.34,8.57,-1.46
class-00075001,-10.27,-1.54,3.79,649.6,428.26,17.38,8.87,13.06,-1.54
class-00075001,-9.04,0.39,6.56,620.83,420.22,13.88,7.53,12.5,-1.72
class-00075001,-9.76,-0.19,9.98,712.12,472.19,6.37,5.01,14.96,-2.01
class-00075001,-10.39,-2.06,14.28,739.5,482.27,14.68,6.65,8.88,-1.36
class-00075001,-9.84,0.4,9.56,452.09,339.71,22.45,13.56,17.88,-2.27
class-00075001,-9.06,-0.84,5.06,557,376.53,24.03,11.8,11.82,-1.74
class-00075001,-9.76,-0.19,9.98,712.12,472.19,6.37,5.01,14.96,-2.01
class-00075001,-10.39,-2.06,14.28,739.5,482.27,14.68,6.65,8.88,-1.36
class-00075001,-9.84,0.4,9.56,452.09,339.71,22.45,13.56,17.88,-2.27
class-00075001,-9.06,-0.84,5.06,557,376.53,24.03,11.8,11.82,-1.74
class-00075001,-10.01,1.49,6.54,590.66,401.29,16.28,10.26,16.27,-2.02
class-00075001,-9.46,-0.68,5.12,570.78,390.57,15.37,8.66,13.84,-2.03
class-00075001,-9.05,-0.79,4.93,631.97,422.34,12.54,7.53,13.56,-2.18
class-00075001,-9.26,-1.62,7.07,672.39,441.75,17.85,9.67,13.9,-1.73
class-00075001,-9.12,-0.81,7.82,652.7,435.98,13.28,7.65,13.65,-1.84
class-00075001,-10.05,-0.44,64.27,780.03,512.47,4.67,2.96,9.72,-1.59
class-00075001,-11.92,-1.31,7.25,627.67,423.7,18.74,7.57,2.34,-1.16
class-00075001,-9.03,-0.94,10.67,709.78,466.99,13.08,7.67,13.6,-1.87
class-00075001,-8.68,-0.42,9.86,682.24,456.71,16.51,8.7,13.13,-1.73
class-00075001,-11.21,0.31,5.29,645.63,432.65,13.11,7.74,14.66,-1.84
class-00075001,-9.01,-0.05,7.1,615.81,418.2,13.25,7.86,14.27,-1.85
class-00075001,-9.73,-0.04,5.23,585.38,400.03,13.8,8.74,15.65,-1.95
class-00075001,-9.62,0.08,3.12,579.99,391.07,12.64,7.39,14,-1.82
class-00075001,-10.9,-1.1,5.08,643.64,433.17,15.37,8.37,13.85,-1.59
class-00075001,-9.26,1.5,5.01,576.65,387.41,14.84,7.82,13.31,-1.68
class-00075001,-10.9,-0.01,6.84,680.67,453.47,14.67,5.54,7.91,-0.94
class-00075001,-9.68,-0.12,11.45,702.59,467.84,14.06,7.2,12.04,-1.66
class-00075001,-9.92,-0.26,8.57,673.33,448.57,15.07,7.34,9.29,-1.91
class-00075001,-9.01,0.24,3.24,527.5,365.27,12.11,9.34,17.09,-2.18
class-00075001,-9.57,0.12,6.84,601.63,405.55,17.54,9.71,14.12,-1.87
class-00075001,-9.34,-0.46,5.79,599.01,404.89,20.37,10.42,13,-1.83
class-00075001,-10.79,-0.12,16.42,664.77,453.36,12.86,6.67,11.84,-1.58
class-00075001,-9.83,-0.05,3.92,565.73,387.48,14.29,8.89,15.1,-2.27
class-00075001,-9.66,-0.53,1.09,429.85,295.07,13.64,7.63,12.33,-1.81
class-00075001,-10.08,1.73,4.19,593.58,396.36,14.46,9.55,16.67,-1.99
class-00075001,-11.04,-0.1,7.35,756.72,494.21,14.12,5.63,8.85,-1.23
class-00075001,-9.46,-0.3,1.81,483.27,331.35,14.5,7.86,12.82,-1.88
class-00075001,-11.22,0.47,6.31,585.58,403.28,11.99,6.59,13.04,-1.7
class-00075001,-11,0.04,17.22,671.45,459.61,14.1,7.46,11.69,-1.77
class-00075001,-11.12,0.49,4.82,564.17,395.13,12.64,8.84,17.09,-2.08
class-00075001,-11.05,0.5,1.44,480.14,333.57,11.75,8.36,17.43,-2
class-00075001,-10.9,0.31,2.12,477.58,331.23,13.38,7.26,13.23,-1.61
class-00075001,-10.39,0.54,5.89,601.75,411.34,12.5,8.99,17.63,-2.1
class-00075001,-9.28,-0.24,4.59,562.19,381.33,18.37,9.53,13.11,-1.66
class-00075001,-9.61,-0.26,2.9,537.58,364.52,11.99,6.26,11.15,-1.34
class-00075001,-10.09,0.21,194.5,670.86,469.2,9.64,4.02,5.02,-1.03
class-00075001,-11.39,-0.69,5.81,595.37,408.41,15.32,8.07,13.3,-1.56
class-00075001,-9.68,0.07,6.21,605.38,412.48,13.25,7.98,14.47,-2.15
class-00075001,-9.7,0.07,7.99,630.68,428.68,13.48,8.29,14.71,-2.19
class-00075001,-11.68,-1.25,2.21,550.35,372.75,17.88,8.39,9.86,-1.18
class-00075001,-9.22,0.3,4.86,572.37,388.85,7.74,6.36,15.65,-1.91
class-00075001,-10.21,1.42,7.4,617.46,413.58,15.31,9.29,15.75,-1.9
class-00075001,-11.15,0.5,3.26,528.2,369.23,12.4,8.23,15.95,-1.96
class-00075001,-9.71,0.03,5.59,598.4,406.56,13.37,7.66,13.67,-2.06
class-00075001,-9.4,0.11,7.28,596.71,407.59,13.67,7.91,13.76,-2.11
class-00075001,-11.41,0.08,4.06,573.01,393.34,14.87,7.94,11.78,-2.01
class-00075001,-11.63,0.01,1.82,514.95,352.31,15.02,7.49,11.58,-1.78
class-00075001,-11.63,0.01,1.82,514.95,352.31,15.02,7.49,11.58,-1.78
class-00075001,-10.35,-1.63,14.6,788.31,510.02,17.36,7.83,10.14,-1.14
class-00075001,-10.23,0.16,1.54,464.22,321.09,13.73,6.65,11.31,-1.46
class-00075001,-9.23,-0.13,4.58,576.27,389.12,17.52,9.22,13.22,-1.67
class-00075001,-9.23,-0.13,4.58,576.27,389.12,17.52,9.22,13.22,-1.67
class-00075001,-9.19,0.26,2.7,538.04,362.18,9.5,5.95,14.02,-1.78
class-00075001,-9.69,0.01,3.2,548.65,371.57,14.03,8.23,14,-2.12
class-00075001,-9.31,-0.23,14.4,675.05,450.56,16.57,8.71,12.83,-1.69
class-00075001,-10.2,1.54,1.5,464.22,317.04,14.94,9.29,16.01,-1.89
class-00075001,-9.22,1.58,2.87,525.83,364.05,5.03,5.16,15.95,-1.98
class-00075001,-8.94,1.66,3.41,539.93,376.35,12.5,9.13,17,-2.08
class-00075001,-9.72,-0.01,5.92,598.49,401.76,11.84,7.56,14.22,-1.91
class-00075001,-9.72,-0.01,5.92,598.49,401.76,11.84,7.56,14.22,-1.91
class-00075001,-8.79,1.7,5.55,578.36,397.82,13.76,9.63,17.2,-2.08
class-00075001,-11.48,0.07,3.05,562.89,384.84,14.59,7.97,12.47,-2.03
class-00075001,-10.08,1.2,1.62,469.74,324.08,18.06,10.31,15.39,-1.87
class-00075001,-10.77,-0.04,7.14,662.92,441.54,13.93,7.71,13.73,-1.7
class-00075001,-8.93,2.43,1.26,461,318.24,4.52,5.34,16.8,-2.1
class-00075001,-11.2,0.23,3.51,607.01,407.39,14.04,8.02,14.38,-1.78
class-00075001,-9.25,0.04,5.9,558.96,382.44,19.64,10.29,13.51,-1.78
class-00075001,-10.54,0.16,7.18,678.96,456.57,11.15,5.97,12.36,-1.71
class-00075001,-9.52,0.07,4.22,569.55,383.49,12.67,7.66,14.5,-1.84
class-00075001,-10.26,1.4,1.78,482.41,329.64,16.43,9.73,15.56,-1.84
class-00075001,-10.03,1.96,0.65,394.81,265.23,13.16,8.41,16.47,-1.82
class-00075001,-10.91,0.17,2.59,614.84,402.83,13.69,7.65,14.53,-1.7
class-00075001,-10.03,1.72,2.28,542.2,366.24,13.63,8.16,15.28,-1.82
class-00075001,-10.03,1.72,2.28,542.2,366.24,13.63,8.16,15.28,-1.82
class-00075001,-9.57,-0.74,3.12,580.7,391.39,11.91,7.21,14.18,-1.83
class-00075001,-10.31,1.86,2.19,497.87,341.74,16.53,10.62,17.26,-2
class-00075001,-9.11,-0.05,7.29,605.37,412.11,25.76,13.62,15.19,-2.09
class-00075001,-11.03,-0.4,28.3,751.3,504.22,15.56,7.6,10.48,-1.63
class-00075001,-10.89,0.48,2.8,532.89,362.8,12.22,7.88,15.44,-1.87
class-00075001,-10.7,-0.08,12.43,734.1,490.85,12.51,5.27,10.03,-1.43
class-00075001,-8.86,-0.16,11.57,615.37,419.24,16.55,8.53,12.47,-1.66
class-00075001,-9.22,0.47,2.86,549.59,373.91,9.38,6.88,16.1,-2.19
class-00075001,-9.87,-0.17,5.12,606.95,408.67,11.94,8.06,15.09,-2.02
class-00075001,-10.05,1.28,4.27,595.99,396.91,10.71,6.12,13.15,-1.74
class-00075001,-9.33,-0.27,9.21,578.78,399.48,16.65,7.21,8.22,-1.09
class-00075001,-8.95,0.21,4.39,564.66,382.85,11.45,9.15,17.23,-2.17
class-00075001,-10.72,0.57,25.75,723.83,484.54,6.03,3.61,10.45,-1.52
class-00075001,-11.42,0.28,1.38,539.1,358.08,13.44,6.45,11.96,-1.42
class-00075001,-10.87,0.3,4.5,653.54,427.94,11.18,6.47,13.89,-1.71
class-00075001,-10.06,1.46,1.46,467.26,319.12,16.45,9.97,15.96,-1.87
class-00075001,-10.72,0.04,3.35,635.39,420.16,12.71,5.82,11.2,-1.46
class-00075001,-11.26,0.34,3.98,628.17,419.48,12.23,7.04,14.18,-1.78
class-00075001,-10.76,1.49,1.88,488.1,330.78,16,7.44,11.91,-1.42
class-00075001,-9.35,-1.27,8.82,633.4,423.28,17.14,9.36,12.11,-2.03
class-00075001,-10.37,0.35,3.13,570.13,380.32,10.64,7.09,15.67,-1.87
class-00075001,-10.38,-1.76,4.46,685.84,446.07,17.4,8.59,12.33,-1.32
class-00075001,-10.2,0.35,2.85,565.52,377.6,10.99,7.55,16.35,-1.92
class-00075001,-10.76,1.49,1.88,488.1,330.78,16,7.44,11.91,-1.42
class-00075001,-9.35,-1.27,8.82,633.4,423.28,17.14,9.36,12.11,-2.03
class-00075001,-10.37,0.35,3.13,570.13,380.32,10.64,7.09,15.67,-1.87
class-00075001,-10.38,-1.76,4.46,685.84,446.07,17.4,8.59,12.33,-1.32
class-00075001,-10.2,0.35,2.85,565.52,377.6,10.99,7.55,16.35,-1.92
class-00075001,-10.11,1.61,2.22,528.87,366.84,12.11,8.93,16.83,-2.05
class-00075001,-10.1,1.59,3.01,550.88,383,12.21,9.07,17,-2.08
class-00075001,-10.1,-0.14,3.19,555.98,381.78,14.14,5.36,8.26,-1.37
class-00075001,-10.1,-0.14,3.19,555.98,381.78,14.14,5.36,8.26,-1.37
class-00075001,-10.1,1.6,1.63,504.39,348.97,11.81,8.66,16.67,-2.01
class-00075001,-9.51,0,5.85,626.87,419.24,13.67,8.66,15.52,-2.29
class-00075001,-9.52,-0.02,3.49,576.02,388.5,14.4,8.79,15.09,-2.2
class-00075001,-8.88,-0.16,7.54,632.2,427.87,13.6,7.9,13.63,-1.95
class-00075001,-10.95,0.08,134.92,660.71,463.74,10.81,3.57,2.49,-0.45
class-00075001,-10.58,-0.8,111.23,796.95,526.29,6.83,2.41,5.55,-1.23
class-00075001,-10.44,0.43,6.02,595.63,415.86,12.45,8.7,16.67,-2.1
class-00075001,-10.43,0.43,8.25,616.64,430.6,12.6,8.82,16.77,-2.13
class-00075001,-10.44,0.43,3.34,556.81,387.56,12.24,8.37,16.26,-2.04
class-00075001,-10.43,0.43,8.31,616.93,430.86,12.69,8.84,16.68,-2.12
class-00075001,-10.42,0.43,15.2,652.73,456.27,12.95,9.11,16.91,-2.17
class-00075001,-10.44,0.43,3.34,556.81,387.56,12.24,8.37,16.26,-2.04
