class,ip,ea,vis,bp,fp,li,lio2,o2m,o2
class-00050001,-10.06,1.76,4.68,594.08,398.71,15.45,10.15,17.11,-2.03
class-00050001,-9.45,-1.65,4.61,621.32,414.22,18.2,9.3,12.96,-1.48
class-00050001,-10.24,-0.95,70.04,782.99,531.05,14.01,5.6,7.37,-1.11
class-00050001,-9.39,-0.22,8.61,806.87,533.87,11.26,2.1,3.39,-1.49
class-00050001,-9.76,1.26,0.31,269.79,187.17,33.94,18.75,19.95,-2.06
class-00050001,-9.71,1.02,1.46,538.89,365.27,5.74,4.93,15.69,-1.94
class-00050001,-11.36,-0.03,4.35,611.28,415.86,13.88,8.38,15.29,-1.83
class-00050001,-9.62,1.25,0.38,292.82,205,34.14,18.87,20.09,-2.09
class-00050001,-11.16,1.05,1,467.16,313,11.55,7.4,15.48,-2.22
class-00050001,-9.72,-0.13,1.03,369.62,259.65,28.88,15.84,17.78,-2.08
class-00050001,-10.53,0.23,4.68,631.31,421.65,13.73,6.18,10.61,-1.32
class-00050001,-8.98,2.65,1.56,473.43,325.22,5.25,6.27,17.96,-2.13
class-00050001,-8.29,1.21,1.91,507.66,347.8,19.43,10.81,15.61,-2.03
class-00050001,-9.45,0.15,1.42,402.29,283.32,28.69,15.77,17.92,-2.15
class-00050001,-9.42,-0.6,2.91,606.25,401.92,7.22,4.93,14.31,-1.86
class-00050001,-10.33,1.7,1.97,508.25,345.53,16.45,10.14,16.49,-1.92
class-00050001,-8.93,0.21,1.77,486.92,334.72,18.14,11.64,16.53,-2.11
class-00050001,-10.74,-0.7,13.25,566.7,392.52,15.22,6.15,6.53,-1.09
class-00050001,-8.76,0.4,1.74,425.28,300.19,28.17,15.67,18.1,-2.18
class-00050001,-9.97,-0.22,6.43,632.04,419.86,15.34,8.82,14.06,-1.83
class-00050001,-10.75,0.49,4.16,563.3,382.07,12.42,8.01,15.42,-1.89
class-00050001,-10.44,1.41,13.7,671.3,445.95,15.29,8.06,12.92,-1.64
class-00050001,-9.91,-0.16,5.24,602.05,409.38,13.73,8.89,15.53,-2
class-00050001,-9.53,-0.73,5.75,632.68,422.01,11.97,7.56,14.79,-1.91
class-00050001,-10.12,-0.66,3.22,563.33,383.77,13.4,8.85,16,-1.98
class-00050001,-9.65,-0.3,5.34,503.75,354.92,27.4,14.76,16.67,-2.12
class-00050001,-9.4,0.14,9,634.87,424.91,14.2,8.03,13.62,-1.84
class-00050001,-9.46,0.14,5.08,530.95,374.38,25,13.68,16.46,-2.15
class-00050001,-9.51,-0.22,6.26,516.97,363.75,27.59,14.79,16.63,-2.15
class-00050001,-9.96,-0.2,8.18,646.41,431.27,16.07,9.62,15.19,-1.98
class-00050001,-10.61,-0.01,81.4,831.98,547.97,4.5,3.13,10.8,-1.73
class-00050001,-11.42,0.25,6.37,625.39,425.12,5.78,4.45,13.96,-1.73
class-00050001,-11.53,-1,3.22,515.91,354.96,12.37,6.02,9.95,-1.02
class-00050001,-10.69,0.04,1.98,580.41,390.45,12.9,5.72,10.76,-1.41
class-00050001,-11.09,-0.2,8.09,715.09,478.58,15.04,5.55,7.12,-1.03
class-00050001,-11.15,0.45,0.99,438.3,302.43,12.41,7.98,15.94,-1.83
class-00050001,-8.97,-0.75,3.33,588.13,408.19,22.56,10.83,12.55,-1.71
class-00050001,-10.49,0.2,2.64,553.51,377.41,10.58,5.93,12.9,-1.61
class-00050001,-9.8,-1.53,1.82,546.55,367.23,17.42,8.31,10.33,-1.21
class-00050001,-10.48,0.07,3.13,526.01,358.23,14.16,6.6,10.91,-1.35
class-00050001,-10.3,-1.55,3.54,505.8,347.9,16.01,7.06,8.48,-0.97
class-00050001,-9.98,-1.9,4.42,606.65,406.68,16.37,8.43,12.56,-1.79
class-00050001,-9.4,-0.29,3.04,526.89,362.05,27.49,14.2,14.96,-2.01
class-00050001,-9.73,-0.41,4.22,600.39,399.6,12.32,7.59,14.83,-1.85
class-00050001,-9.23,-0.81,3.88,600.33,401.41,11.71,7.77,14.51,-2.06
class-00050001,-9.64,-0.73,10.8,723.31,477.8,9.92,5.42,11.89,-1.6
class-00050001,-9.23,-0.04,7.1,597.66,408.11,21.02,11.74,14.72,-1.94
class-00050001,-9.62,-0.71,12.44,727.49,481.23,10.32,5.95,12.51,-1.7
class-00050001,-9.41,-1.86,12.84,750.53,489.27,18.06,8.97,12.33,-1.49
class-00050001,-9.66,-0.85,0.19,246.74,166.42,23.25,10.77,12.14,-1.45
class-00050001,-9.38,-1.23,5.25,728.44,487.43,16.53,6.17,6.37,-1.23
class-00050001,-10.35,0.54,1.3,398.19,289.5,33.66,18.68,20.02,-2.15
class-00050001,-10.44,0.84,0.84,436.68,291.99,5.94,4.67,14.75,-1.99
class-00050001,-10.42,0.04,0.99,442.63,298.73,12.73,7.51,14.71,-1.72
class-00050001,-10.42,1.58,1.35,466.87,315.21,15.5,8.86,14.82,-1.74
class-00050001,-11.05,0.83,12.46,772.65,501.68,4.97,2.49,9.87,-1.44
class-00050001,-9.94,-0.62,6.86,646.23,431.36,12.31,5.56,9.24,-1.39
class-00050001,-11.05,0.83,12.46,772.65,501.68,4.97,2.49,9.87,-1.44
class-00050001,-9.94,-0.62,6.86,646.23,431.36,12.31,5.56,9.24,-1.39
class-00050001,-9.62,-0.67,4.85,581.53,394.94,12.65,8.81,15.9,-2.12
class-00050001,-9.18,0.19,1.96,502.29,343.67,22.34,11.95,14.96,-1.91
class-00050001,-9.46,-0.66,2.49,546.49,369.73,13.99,7.63,12.57,-1.87
class-00050001,-8.36,-0.12,2.59,536.86,364.44,24.12,12.39,14.53,-2.01
class-00050001,-9.4,-0.25,4.22,575.39,391.25,14.51,8.2,13.7,-1.78
class-00050001,-10.24,-1.15,9.78,621.22,422.14,14.45,6.81,10.37,-1.32
class-00050001,-9.61,-0.4,7,642.55,431.87,14.42,7.74,13.03,-1.69
class-00050001,-8.73,2.44,5.74,602.9,407.04,13.67,10.42,18.03,-2.19
class-00050001,-9.37,-0.17,4.6,544.69,384.24,28.83,15.67,17.31,-2.21
class-00050001,-9.42,-1.75,5.88,699.98,456.57,17.44,9.31,13.4,-1.68
class-00050001,-6.1,-1.29,868.72,1139.76,719.6,2.81,0.97,5.77,-1.33
class-00050001,-9.58,-0.14,20.35,833.68,532.14,8.57,5.82,13.57,-1.73
class-00050001,-8.88,2.78,0.49,370.3,253.64,2.87,5.37,18.2,-2.09
class-00050001,-9.91,0.34,48.61,730.88,493.59,8.54,2.35,3.66,-1.01
class-00050001,-10.61,0.85,4.91,577.83,400.9,6.22,5.95,16.88,-2.07
class-00050001,-8.72,1.51,1.01,340.27,246.69,32.52,17.94,19.26,-2.2
class-00050001,-8.87,2.81,0.5,373.51,256.27,5.01,6.4,18.37,-2.1
class-00050001,-10.75,-1.21,1.37,404.29,284.01,17.09,6.8,6.54,-0.56
class-00050001,-10.25,0.39,1.54,497.22,344.5,11.84,8.15,16.66,-1.98
class-00050001,-9.61,0.81,5.42,612.45,423.43,14.31,9.45,17.03,-1.97
class-00050001,-10.7,-1.19,1.67,423.62,297.42,16.63,7.13,7.73,-0.99
class-00050001,-11.45,0.27,8.05,578.09,401.58,12.99,7.69,14.32,-1.79
class-00050001,-11.32,0.12,10.62,599.57,417.48,14.56,8.63,14.62,-1.84
class-00050001,-8.86,0.34,0.93,446.72,310.84,20.52,13.42,18.73,-2.25
class-00050001,-10.19,1.89,1.71,473.48,332.78,15.09,10.17,17.53,-2.06
class-00050001,-8.89,-1.67,6.46,811.66,528.68,15.86,6.29,6.14,-1.07
class-00050001,-9.81,0.48,0.98,445.82,301.2,12.88,6.7,11.58,-1.79
class-00050001,-8.54,1.16,1.18,481.1,326.52,21.14,11.11,14.73,-1.94
class-00050001,-10.63,-0.23,2.36,529.25,356.58,12.16,6.25,12.52,-1.55
class-00050001,-11.15,0.45,1.97,491.9,335.4,12.32,7.48,14.56,-1.75
class-00050001,-9.88,-0.1,2.61,549.37,370.32,14.38,8.66,14.8,-2.16
class-00050001,-9.67,0.12,1.81,480.31,330.18,15.2,10.02,16.63,-2.03
class-00050001,-9.95,-0.24,5.23,575.41,387.41,17.34,8.98,12.73,-1.66
class-00050001,-8.84,0.94,3.55,566.84,383.14,12.86,7.98,14.82,-2.21
class-00050001,-9.81,-0.07,2.82,536.35,367.49,15.78,9.92,15.95,-2.01
class-00050001,-10.26,1.43,4.42,543.16,375.86,16.41,10.08,15.96,-1.98
class-00050001,-9.99,-0.16,2.47,542.07,368.25,13.81,8.57,15.63,-1.93
class-00050001,-9.92,-1.87,4.69,618.09,409.32,18.93,9.04,11.19,-1.08
class-00050001,-9.02,-0.88,5.88,642.44,427.09,9.22,5.89,12.72,-1.83
class-00050001,-10.06,-0.67,2.76,551.77,375.34,13.35,8.55,15.8,-1.95
class-00050001,-9.87,-0.86,3.46,557.55,379.9,13.54,8.13,14.25,-1.9
class-00050001,-9.77,-0.02,2.97,534.45,368.35,16.8,10.74,16.6,-2.08
class-00050001,-10.39,0.38,9.12,608.44,414.4,14.09,7.92,13.85,-1.69
class-00050001,-10.06,-0.66,4.73,589.67,402.23,13.66,8.58,15.2,-1.98
class-00050001,-9.79,-1.5,3.12,593.45,398.11,17.87,10.14,15.23,-1.84
class-00050001,-10.86,-2.08,5.82,639.88,425.53,17.24,8.57,11.53,-1.23
class-00050001,-9.18,-0.21,7.3,609.58,413.18,22.43,12.13,14.61,-1.99
class-00050001,-10.84,0.57,7.2,615.25,411.9,12.97,8.74,16.22,-1.99
class-00050001,-10.39,1.77,11.2,636.3,430.81,16.72,10.96,17.42,-2.12
class-00050001,-8.82,0.27,4.37,558.69,387.53,14.53,10.88,17.8,-2.23
class-00050001,-11.19,0.57,0.17,190.53,128.69,35.27,19.31,20.15,-1.97
class-00050001,-10.35,1.27,0.25,244.89,168.16,33.99,18.7,19.77,-2.03
class-00050001,-9.2,1.2,2.73,408.34,302.51,33.58,18.54,19.88,-2.29
class-00050001,-9.45,1.63,7.53,512.51,377.35,33.14,18.32,19.73,-2.3
class-00050001,-9.14,0.62,25.11,769.71,510.26,4.46,3.59,12.32,-1.83
class-00050001,-10.73,0.6,468.3,760.59,523.59,5.23,3.14,10.35,-1.67
class-00050001,-9.87,-0.59,16.87,641.07,445.03,9.58,5.82,11.36,-1.82
class-00050001,-9.6,-0.85,40.81,758.86,515.8,13.72,6.43,9.03,-1.82
class-00050001,-8.99,2.75,0.44,354.62,241.78,1.27,4.3,17.89,-2.06
class-00050001,-8.44,1.44,0.71,355.44,252.62,26.55,16.16,19.52,-2.18
class-00050001,-9.73,0.92,6.49,641,438.83,6.17,5.64,16.41,-2.08
class-00050001,-9.74,1.2,1.14,387.71,280.25,33.82,18.7,19.98,-2.19
class-00050001,-8.9,-0.32,4.61,589.76,412.19,21.72,11.7,15.15,-1.99
class-00050001,-9.77,1.01,5.61,379.65,290.33,32.8,18.07,19.33,-2.27
class-00050001,-9.39,0.43,1.78,394.39,287.57,27.95,16,18.69,-2.29
class-00050001,-10.43,0.43,11.11,632.81,442.48,12.91,9.03,16.81,-2.15
class-00050001,-10.31,-0.99,3.2,493.32,340.72,14.8,6.55,6.3,-1.67
class-00050001,-11.01,0.74,14.39,692.08,457.67,4.28,2.18,9.64,-1.49
class-00050001,-10.27,0.31,1.69,521.75,351.21,10.83,7.44,16.6,-1.91
class-00050001,-11.07,-1.32,2.56,567.05,380.28,16.28,8.22,12.4,-1.54
class-00050001,-9.16,1.84,2.93,519.3,355.23,11.18,8,15.97,-1.97
class-00050001,-9.93,0.49,2.85,540.81,368.19,18.01,9.96,14.67,-1.6
class-00050001,-9.51,0,2.82,540.89,366.05,14.46,9.04,15.5,-1.96
class-00050001,-10.34,-0.65,6.31,575.25,392.12,11.9,6.2,11.62,-1.61
class-00050001,-9.51,0.69,4.77,604.96,408.82,14.47,8.56,14.89,-1.69
class-00050001,-9.76,-0.01,7.82,656.68,434.97,14.54,7.44,11.95,-1.58
class-00050001,-9.57,0.07,3.05,561.62,380.82,13.76,8.17,14.52,-1.89
class-00050001,-8.72,0.6,4.19,565.91,382.05,24.28,13.67,17.26,-2.04
class-00050001,-9.11,-0.24,13.68,705.83,465.92,15.73,7.34,9.26,-1.4
class-00050001,-9.51,-0.82,6.55,553.34,385.75,12.98,7.95,14.34,-1.93
class-00050001,-9.79,-1.47,5.81,604.62,412.27,17.39,9.85,15.19,-1.85
class-00050001,-9.09,0.97,8.02,608.92,422.33,10.81,7.48,15.15,-2.26
class-00050001,-8.88,1.63,3.11,345.02,260.37,33.51,18.37,19.49,-2.32
class-00050001,-10.09,0.42,3.51,477.67,343.12,20.99,11.76,15.35,-2.05
class-00050001,-9.55,0.99,4.52,519.94,369.31,12.87,8.29,15.55,-2.25
class-00050001,-10.86,0.65,42.21,761.37,512.52,3.89,4.02,13.95,-1.95
class-00050001,-10.36,0.54,0.7,349.38,250.54,33.97,18.85,20.15,-2.1
class-00050001,-10.42,0.22,3.71,536.06,371.55,12.46,5.29,9.61,-1.31
class-00050001,-11.64,-0.92,4.52,649.07,425.32,11.83,5.21,9,-0.69
class-00050001,-10.5,0.18,2.64,517.48,350.29,12.35,6.73,13.31,-1.62
class-00050001,-9.62,0.1,2.76,528.55,358.1,10.17,7.09,14.78,-2.02
class-00050001,-10.2,-1.84,4.94,604.3,404.6,15.88,7.12,10,-1.15
class-00050001,-9.76,-0.07,4.37,547.09,369.84,17.69,9.49,13.34,-1.73
class-00050001,-9.61,-1.14,8.32,623.63,421.4,17.22,7.76,8.08,-1.28
class-00050001,-9.88,-0.41,116.22,848.03,549.21,3.96,2.21,9.08,-1.55
class-00050001,-8.95,-0.97,6.92,632.49,423.66,14.37,8.48,13.47,-1.92
class-00050001,-9.66,0.91,2.4,571.28,389.51,5.92,5.23,16.11,-1.99
class-00050001,-9.72,0.87,2.13,560.58,381.12,5.28,4.5,15.37,-1.93
class-00050001,-11.4,0.32,4.07,569.27,389.94,14.76,6.95,8.89,-1.78
class-00050001,-11.22,0.43,3.73,538.01,377.41,13.65,9.25,17,-2.02
class-00050001,-8.98,0.14,0.25,285.86,191.62,16.9,8.4,12.79,-2.39
class-00050001,-10.26,0.14,4.44,653.8,438.56,11.82,6.92,14.06,-1.84
class-00050001,-8.95,2.8,3.42,527.63,374.1,9.16,8.67,18.68,-2.23
class-00050001,-10.2,0.62,1.25,438.7,296.77,8.61,4.77,11.75,-1.6
class-00050001,-11.2,-0.19,10.94,715.33,470.86,9.79,3.73,6.96,-0.96
class-00050001,-10.71,-0.32,2.8,529.84,359.67,13.99,6.03,9.97,-1.24
class-00050001,-10.63,0.1,1.52,491.1,331.45,12.17,7.26,14.73,-1.78
class-00050001,-9.25,-0.63,2.81,611.6,403.28,6.06,3.95,13.16,-1.77
class-00050001,-10.65,-1.84,2.48,511.64,346.38,15.99,7.51,9.77,-1.16
class-00050001,-10.15,-1.17,4.45,641.57,425.48,9.27,4.8,10.28,-1.54
class-00050001,-10.23,-0.2,1.51,477.7,324.99,9.46,6.94,15.45,-2.1
class-00050001,-9.13,-0.9,5.17,642.33,425.48,7.41,3.6,10.28,-1.46
class-00050001,-10.2,0.38,1.93,524.82,355.53,11.78,8.01,16.41,-1.93
class-00050001,-9.41,-0.12,1.83,516.74,350.57,10.63,7.65,15.78,-2.11
class-00050001,-9.77,-0.04,2.09,524.04,355.93,10.77,7.87,15.91,-2.12
class-00050001,-10.07,0.3,2.02,525.73,357.35,12.29,8.53,17.33,-1.98
class-00050001,-9.26,-0.66,3.13,555.63,374.06,18.9,10.35,12.96,-2.04
class-00050001,-10.28,0.3,2.51,551.9,373.85,11.33,7.86,16.85,-1.96
class-00050001,-10.07,0.3,2.02,525.73,357.35,12.29,8.53,17.33,-1.98
class-00050001,-9.26,-0.66,3.13,555.63,374.06,18.9,10.35,12.96,-2.04
class-00050001,-10.28,0.3,2.51,551.9,373.85,11.33,7.86,16.85,-1.96
class-00050001,-9.18,-0.66,5.25,611.22,411.34,16.9,9.32,12.75,-1.88
class-00050001,-9.09,-0.63,4.56,588.79,396.27,17.48,9.95,13.37,-2.07
class-00050001,-10.6,-1.25,4.36,585.31,394.7,13.48,7.33,13.3,-1.67
class-00050001,-10.49,-1.45,4.54,572.52,389.1,14.4,7.73,12.72,-1.8
class-00050001,-10.89,0.49,2.68,541.66,369.2,12.7,8.9,17.45,-1.98
class-00050001,-10.7,0.28,6.59,534.13,371.36,14.99,8.34,10.59,-1.87
class-00050001,-9.93,-0.18,3.55,542.41,373.89,10.96,8.27,16.4,-2.2
class-00050001,-9.23,-0.46,6.34,639.04,426.43,12.81,8.19,14.3,-2.09
class-00050001,-9.05,-0.76,5.79,598.12,405.03,27.24,14.36,15.79,-2.06
class-00050001,-9.61,0.15,9.87,605.62,414.11,16.2,7.84,8.9,-2.23
class-00050001,-9.74,0.94,2.93,504.2,355.86,12.16,8.01,15.91,-2.24
class-00050001,-9.05,1.86,1.11,432.23,299.24,11.77,8.27,16.33,-2.05
class-00050001,-9.66,0.91,4.47,611.14,418.68,6.26,5.62,16.4,-2.06
class-00050001,-9.41,1.45,1.8,502.53,347.32,12.38,8.64,16.3,-2.02
class-00050001,-9.89,0.96,2.17,353.75,264.35,32.97,18.15,19.35,-2.2
class-00050001,-8.94,2.79,1.12,441.77,299.6,5.25,6.35,18.06,-2.1
class-00050001,-10.65,-0.01,2.87,567.59,379.36,13.07,6.27,11.85,-1.44
class-00050001,-9.01,-0.5,2.19,512.62,351.58,26.3,13.51,14.75,-1.98
class-00050001,-10.78,-1.46,10.43,603.48,412.98,14.72,5.91,6.36,-1.66
class-00050001,-10.29,0.3,2.14,542.77,366.62,11.06,7.74,16.98,-1.96
class-00050001,-8.44,-0.42,3.38,633.84,421.52,12.31,6.99,12.98,-2.03
class-00050001,-9.85,-1.3,4.39,617.25,413.72,16.61,7.98,11.46,-1.3
class-00050001,-9.43,0.23,2.63,496.2,338.45,25.76,12.84,13.27,-1.78
class-00050001,-8.47,-0.55,6.91,710.8,468.18,9.92,5.66,12.59,-1.77
class-00050001,-9.24,-0.36,6.16,594.86,404.48,15.31,7.91,12.19,-1.54
class-00050001,-9.86,-0.87,4.25,566.93,387.78,13.67,8.26,14.31,-1.92
class-00050001,-8.85,-0.77,7.95,692.34,459.38,13.6,7.28,12.58,-1.64
class-00050001,-9.43,-0.3,4.68,594.53,404,13.06,8.08,15.03,-1.95
class-00050001,-8.47,-0.52,7.44,713.77,470.25,12.1,7.03,13.09,-1.77
class-00050001,-10.68,-1.81,6.6,675.85,444.18,18.49,8.94,11.79,-1.26
class-00050001,-9.48,0.03,7.2,644.57,430.05,13.66,8.84,15.86,-2.3
class-00050001,-9.79,-0.87,1.6,501.49,336.34,17.23,8.9,11.68,-1.78
class-00050001,-13.07,0.3,0.34,263.93,179.54,24.37,11.65,11.96,-0.68
class-00050001,-11.21,0.11,10.21,618.12,428.94,14.77,8.98,15.44,-1.96
class-00050001,-8.06,0.17,1298.55,889.82,603.87,6.66,2.4,6.31,-1.41
class-00050001,-8.72,2.8,4.61,570.75,389.25,13.92,11.16,18.98,-2.2
class-00050001,-9.29,-0.73,5.88,651.36,434.59,4.32,4.27,14.47,-1.92
class-00050001,-9.28,0.37,14.8,653.09,445.91,11.23,8.08,16.22,-2.06
class-00050001,-10.73,-0.28,5.12,759.08,487.64,11.48,5.01,10.65,-1.5
class-00050001,-10.29,0.36,9.38,714.45,470.62,9.32,6.77,16.08,-1.98
class-00050001,-9.29,0.2,3.12,510.82,361.88,18.11,11.79,17.84,-2.36
class-00050001,-9.32,-1.7,20.93,732.86,482.15,12.98,6.08,9,-1.32
class-00050001,-9.02,0.1,15.55,673.01,454.87,9.39,7.4,15.9,-2.18
class-00050001,-8.95,0.12,3.33,539.75,367.83,7.99,7.34,16.36,-2.12
class-00050001,-9.84,-1.49,42.99,975.01,615.45,13.36,5.29,6.44,-1.11
class-00050001,-10.58,-1.51,8.73,581.68,397.94,14.38,7.38,10.98,-1.82
class-00050001,-10.61,-1.53,6.33,557.83,381.62,14.22,6.52,9.29,-1.48
class-00050001,-8.88,-1.99,4.58,680.64,458.1,20.39,10.58,12.89,-1.75
class-00050001,-9.16,-2.01,2.6,603.9,407.69,22.05,11.23,12.83,-1.59
class-00050001,-9.6,0.3,73.19,817.08,530.15,6.32,3.66,9.54,-1.57
class-00050001,-9.64,0.33,39.82,737.26,490.37,6.54,3.79,9.6,-1.58
class-00050001,-9.46,0.41,47.02,757.01,501.88,5.74,4.03,11.11,-1.76
class-00050001,-10.01,-0.91,1.77,561.49,376.85,18.33,7.92,8.92,-0.87
class-00050001,-10.69,-0.26,17.57,622.81,425.84,15.23,5.91,6.1,-0.98
class-00050001,-9.47,-0.73,5.58,639.49,428.22,11.85,6.91,13.29,-1.74
class-00050001,-9.44,-0.4,2.55,521.12,358.68,14.79,7.21,9.46,-1.84
class-00050001,-9.62,-1.33,16.3,749.88,501.57,16.64,5.88,3.9,-0.78
class-00050001,-10.23,-0.21,2.73,521.66,358.2,9.8,7.39,15.98,-2.17
class-00050001,-9.93,-0.18,4.83,564.13,389.79,11.11,8.46,16.59,-2.22
class-00050001,-10.27,-1.15,4.43,597.15,401.53,11.75,6.69,12.89,-1.7
class-00050001,-9.8,-1.33,4.49,587.9,393.14,15.51,8.14,12.65,-1.93
class-00050001,-9.59,-0.69,24.44,772.38,513.97,14.3,5.46,6.77,-1.28
class-00050001,-10.68,-1.46,3.49,535.22,365.1,15.82,6.66,7.37,-1.72
class-00050001,-9.33,-0.45,2.39,551.41,373.34,17.28,7.48,9.5,-1.54
class-00050001,-9.18,-0.09,4.05,566.37,385.81,14.97,8.52,13.85,-1.78
class-00050001,-8.94,-0.01,1.65,478.18,328.12,22.33,12.32,15.47,-1.96
class-00050001,-9.56,0.38,8.74,591.42,402.81,9.95,5.42,11.91,-1.59
class-00050001,-9.27,-0.88,8.94,635.59,427.96,15.69,8.53,12.85,-1.73
class-00050001,-9.43,-0.86,2.12,530.98,359.54,15.89,8.65,13.15,-1.94
class-00050001,-10.24,0.45,1.22,486.53,335.57,11.37,8.04,17.11,-1.99
class-00050001,-9.21,0.05,1.94,434.5,306.83,28.23,15.46,17.36,-2.13
class-00050001,-9.85,0.75,1.46,530.71,352.86,11.13,6.55,14.01,-2.11
class-00050001,-10.14,0.72,1.05,498.28,331.27,11.63,6.51,13.53,-2.09
class-00050001,-10.01,0.65,2.74,541,364.35,13.21,6.12,10.77,-1.71
class-00050001,-10.24,-1.04,2.46,516.94,352.07,13.48,7.73,13.35,-2.13
class-00050001,-9.67,-1.86,14.08,865.91,547.18,12.04,6.61,12.05,-1.67
class-00050001,-9.72,-0.06,0.73,386.55,269.02,18.9,9.12,11.98,-1.4
class-00050001,-10.41,0.45,6.33,595.49,416,12.04,8.43,16.52,-2.1
class-00050001,-10.7,0.01,2.35,599.4,402.69,12.7,6.07,11.72,-1.52
class-00050001,-10.7,0.01,3.25,613.08,413.67,12.9,6.44,12.13,-1.59
class-00050001,-10.69,0,4.41,631.68,427.07,13.07,6.77,12.58,-1.66
class-00050001,-9.37,-0.17,1.04,434.31,301,27.83,14.86,16.44,-2.05
class-00050001,-10.96,0.42,4.43,571.93,391.6,13.33,9,16.78,-1.98
class-00050001,-9.34,0.91,3.94,582.08,397.36,12.12,5.81,11.28,-2.04
class-00050001,-8.97,-0.86,6.9,657,437,11.46,7.11,13.55,-1.96
class-00050001,-11.54,-0.1,5.59,577.84,396.1,14.79,8.13,14,-1.68
class-00050001,-10.74,-0.17,1.77,500.96,343.33,12.11,6.29,12.43,-1.58
class-00050001,-10.68,-0.11,1.81,509.57,349.37,12.54,7.03,13.51,-1.68
class-00050001,-10.72,-0.17,7.01,725.92,478.94,5.09,2.97,11.43,-1.7
class-00050001,-9.71,0.87,3.99,603.87,412.48,5.98,5.07,15.7,-2
class-00050001,-10.34,-1.54,8.79,638.3,429.61,16,9.12,14.5,-1.82
class-00050001,-8.8,-0.56,2.07,515.17,352.71,26.59,13.71,14.9,-1.99
class-00050001,-9.37,-0.17,1.39,457.26,318.61,28.14,15.09,16.65,-2.1
class-00050001,-10.22,0.36,2.49,547.02,371.79,12.03,8.36,16.83,-1.99
class-00050001,-9.4,-0.07,1.87,513.52,349.05,12.02,8.41,15.99,-2.12
class-00050001,-8.99,0.28,3.36,565.06,380.88,10.69,6.85,15.04,-1.89
class-00050001,-11.16,-0.31,3.41,605.09,409.96,11.31,6.94,14.51,-1.8
class-00050001,-11.49,-0.03,22.62,755.5,501.71,8,4.73,12.12,-1.45
class-00050001,-9.64,0.04,24.49,709.7,479.62,6.18,4.59,13.72,-1.85
class-00050001,-8.41,-0.5,7.87,634.1,427.78,25.97,13.68,15.67,-2.12
class-00050001,-10.51,2.44,7.82,653.86,441.31,-3.6,0.54,14.66,-1.96
class-00050001,-10.23,1.28,1.48,504.5,339.32,4.53,2.82,12.15,-1.73
class-00050001,-10.34,0.48,3.35,573.99,383.69,10.49,7.22,15.74,-1.93
class-00050001,-9.05,1.88,1.99,494.26,335.57,8.71,7.04,15.83,-1.92
class-00050001,-9.45,-0.85,4.37,595.91,400.83,11.79,8.09,15.1,-2.12
class-00050001,-9.38,-0.79,4.97,610.68,410.19,11.34,8.01,15.39,-2.16
class-00050001,-10.15,-0.91,5.13,584.73,399.5,14.61,8.69,13.8,-1.85
class-00050001,-9.47,0.19,6.18,597.96,407.49,13.39,7.28,12.03,-1.81
class-00050001,-9.72,-1.42,4.19,632.2,419.4,16.32,8.88,12.93,-2.09
class-00050001,-9.97,0.9,0.83,323.55,233.57,28.53,16.41,19.08,-2.13
class-00050001,-10.16,-1.35,3.39,575.41,387.95,17.25,7.94,10.09,-1.13
class-00050001,-10.38,-1.36,4.31,603.04,405.66,13.4,6.83,11.86,-1.78
class-00050001,-9.39,0.25,2.16,518.16,348,10.17,5.51,12.71,-1.68
class-00050001,-7.62,0.73,0.63,295.81,211.87,33.55,18.52,19.84,-2.18
class-00050001,-10.59,0.21,0.91,453.31,306.32,11.35,6.76,14.63,-1.74
class-00050001,-9.9,-1.13,7.33,733.99,475.34,2.87,2.58,11.63,-1.85
class-00050001,-10.51,-1.06,3.89,538.05,367.1,12.09,6.51,11.74,-1.73
class-00050001,-8.96,-0.13,7.19,618.51,418.83,24.01,13.28,15.91,-2.07
class-00050001,-8.91,0,2.19,511.39,351.25,21.97,12.5,16.1,-2.02
class-00050001,-9.04,1.43,1.79,339.69,252.07,33.02,18.23,19.58,-2.26
class-00050001,-9.19,-0.26,0.22,181.63,125.53,36.84,20.4,21.59,-2.07
class-00050001,-9.82,1.08,3.27,488.5,352.12,25.52,14.95,18.1,-2.2
class-00050001,-10.24,1.5,1.94,503.32,349.32,12.89,8.69,15.92,-1.95
class-00050001,-9.06,0.13,2.44,505.45,351.04,20.92,12.51,16.82,-2.05
class-00050001,-10.2,-2.06,3.05,642.39,424.72,16.76,7.02,7.46,-0.9
class-00050001,-9.24,1.08,6.25,592.82,417.61,19.99,13.05,18.2,-2.13
class-00050001,-10.07,0.08,3.91,709.33,466.91,9.65,4.11,10.69,-1.64
class-00050001,-9.48,-0.84,4.84,603.71,406.85,13.3,8.99,15.48,-2.14
class-00050001,-11.36,0.14,1.87,562.52,380.99,13.83,8.07,15.04,-2.12
class-00050001,-9.24,0.18,2.15,568.46,384,5.75,4.22,13.66,-1.8
class-00050001,-10.22,-1.03,1.87,565.95,377.27,14.97,8.03,12.85,-2.06
class-00050001,-10.12,-0.99,1.87,574.87,382.25,14.61,7.73,12.54,-2.05
class-00050001,-9.23,0.22,9.53,632.86,428.72,13.16,8.5,15.72,-2.02
class-00050001,-7.78,1.41,1.57,424.96,304.71,23.07,14.52,19.04,-2.26
class-00050001,-10.6,0.39,4.53,580,397.71,10.61,5.39,12.27,-1.65
